date,leads_actual,leads_forecast,Nameplate
2020-02-29,486.0,,Cat3
2020-01-03,350.0,,Cat3
2020-02-03,439.0,,Cat3
2020-03-03,407.0,,Cat3
2020-04-03,419.0,,Cat3
2020-05-03,0.0,,Cat3
2020-06-03,0.0,,Cat3
2020-03-13,299.0,,Cat3
2020-03-14,361.0,,Cat3
2020-03-15,359.0,,Cat3
2020-03-16,311.0,,Cat3
2020-03-17,321.0,,Cat3
2020-03-18,340.0,,Cat3
2020-03-19,416.0,,Cat3
2020-03-20,404.0,,Cat3
2020-03-21,485.0,,Cat3
2020-03-22,318.0,,Cat3
2020-03-23,349.0,,Cat3
2020-03-24,381.0,,Cat3
2020-03-25,459.0,,Cat3
2020-03-26,497.0,,Cat3
2020-03-27,568.0,,Cat3
2020-03-28,526.0,,Cat3
2020-03-29,508.0,,Cat3
2020-03-30,587.0,,Cat3
2020-03-31,436.0,,Cat3
2020-01-04,564.0,,Cat3
2020-02-04,492.0,,Cat3
2020-03-04,466.0,,Cat3
2020-04-04,409.0,,Cat3
2020-05-04,435.0,,Cat3
2020-04-13,520.0,,Cat3
2020-04-14,540.0,,Cat3
2020-04-15,577.0,,Cat3
2020-04-16,712.0,,Cat3
2020-04-17,581.0,,Cat3
2020-04-18,613.0,,Cat3
2020-04-19,525.0,,Cat3
2020-04-20,620.0,,Cat3
2020-04-21,803.0,,Cat3
2020-04-22,797.0,,Cat3
2020-04-23,733.0,,Cat3
2020-04-24,744.0,,Cat3
2020-04-25,611.0,,Cat3
2020-04-26,525.0,,Cat3
2020-04-27,766.0,,Cat3
2020-04-28,668.0,,Cat3
2020-04-29,689.0,,Cat3
2020-04-30,692.0,,Cat3
2020-01-05,578.0,,Cat3
2020-02-05,556.0,,Cat3
2020-03-05,534.0,,Cat3
2020-04-05,694.0,,Cat3
2020-05-05,609.0,,Cat3
2020-05-13,696.0,,Cat3
2020-05-14,718.0,,Cat3
2020-05-15,685.0,,Cat3
2020-05-16,623.0,,Cat3
2020-05-17,618.0,,Cat3
2020-05-18,807.0,,Cat3
2020-05-19,705.0,,Cat3
2020-05-20,762.0,,Cat3
2020-05-21,723.0,,Cat3
2020-05-22,795.0,,Cat3
2020-05-23,755.0,,Cat3
2020-05-24,604.0,,Cat3
2020-05-25,710.0,,Cat3
2020-05-26,752.0,,Cat3
2020-05-27,711.0,,Cat3
2020-05-28,692.0,,Cat3
2020-05-29,713.0,,Cat3
2020-05-30,572.0,,Cat3
2020-05-31,497.0,,Cat3
2020-01-06,592.0,,Cat3
2020-02-06,519.0,,Cat3
2020-03-06,578.0,,Cat3
2020-04-06,595.0,,Cat3
2020-05-06,612.0,,Cat3
2020-06-04,,585.3227375967042,Cat3
2020-06-05,,582.360423867985,Cat3
2020-06-06,,582.1641179455656,Cat3
2020-06-07,,584.8641579128948,Cat3
2020-06-08,,587.2034165071343,Cat3
2020-06-09,,587.0974802804341,Cat3
2020-06-10,,585.9790479290899,Cat3
2020-06-11,,585.4346051965784,Cat3
2020-06-12,,585.337037277519,Cat3
2020-06-13,,585.4668283757032,Cat3
2020-06-14,,585.5329309087085,Cat3
2020-06-15,,585.4431383422453,Cat3
2020-06-16,,585.2969165834713,Cat3
2020-06-17,,585.1739944607389,Cat3
2020-06-18,,585.0859143565203,Cat3
2020-06-19,,585.0138447681021,Cat3
2020-06-20,,584.9368892865292,Cat3
2020-06-21,,584.8501299875718,Cat3
2020-06-22,,584.7593859150226,Cat3
2020-06-23,,584.6698961085195,Cat3
2020-06-24,,584.5828349175508,Cat3
2020-06-25,,,Cat3
2020-06-26,,,Cat3
2020-06-27,,,Cat3
2020-06-28,,,Cat3
2020-06-29,,,Cat3
2020-06-30,,,Cat3
2018-01-01,310.0,,Cat4
2018-02-01,349.0,,Cat4
2018-03-01,341.0,,Cat4
2018-04-01,342.0,,Cat4
2018-05-01,346.0,,Cat4
2018-06-01,337.0,,Cat4
2018-07-01,300.0,,Cat4
2018-08-01,339.0,,Cat4
2018-09-01,314.0,,Cat4
2018-10-01,300.0,,Cat4
2018-11-01,319.0,,Cat4
2018-12-01,332.0,,Cat4
2018-01-13,297.0,,Cat4
2018-01-14,279.0,,Cat4
2018-01-15,349.0,,Cat4
2018-01-16,343.0,,Cat4
2018-01-17,386.0,,Cat4
2018-01-18,358.0,,Cat4
2018-01-19,353.0,,Cat4
2018-01-20,315.0,,Cat4
2018-01-21,355.0,,Cat4
2018-01-22,359.0,,Cat4
2018-01-23,347.0,,Cat4
2018-01-24,320.0,,Cat4
2018-01-25,382.0,,Cat4
2018-01-26,367.0,,Cat4
2018-01-27,303.0,,Cat4
2018-01-28,329.0,,Cat4
2018-01-29,343.0,,Cat4
2018-01-30,347.0,,Cat4
2018-01-31,350.0,,Cat4
2018-01-02,329.0,,Cat4
2018-02-02,342.0,,Cat4
2018-03-02,309.0,,Cat4
2018-04-02,252.0,,Cat4
2018-05-02,363.0,,Cat4
2018-06-02,301.0,,Cat4
2018-07-02,333.0,,Cat4
2018-08-02,303.0,,Cat4
2018-09-02,375.0,,Cat4
2018-10-02,315.0,,Cat4
2018-11-02,352.0,,Cat4
2018-12-02,378.0,,Cat4
2018-02-13,342.0,,Cat4
2018-02-14,322.0,,Cat4
2018-02-15,328.0,,Cat4
2018-02-16,377.0,,Cat4
2018-02-17,406.0,,Cat4
2018-02-18,364.0,,Cat4
2018-02-19,493.0,,Cat4
2018-02-20,383.0,,Cat4
2018-02-21,450.0,,Cat4
2018-02-22,413.0,,Cat4
2018-02-23,383.0,,Cat4
2018-02-24,326.0,,Cat4
2018-02-25,365.0,,Cat4
2018-02-26,421.0,,Cat4
2018-02-27,398.0,,Cat4
2018-02-28,366.0,,Cat4
2018-01-03,302.0,,Cat4
2018-02-03,308.0,,Cat4
2018-03-03,319.0,,Cat4
2018-04-03,306.0,,Cat4
2018-05-03,354.0,,Cat4
2018-06-03,336.0,,Cat4
2018-07-03,354.0,,Cat4
2018-08-03,366.0,,Cat4
2018-09-03,309.0,,Cat4
2018-10-03,368.0,,Cat4
2018-11-03,329.0,,Cat4
2018-12-03,352.0,,Cat4
2018-03-13,393.0,,Cat4
2018-03-14,305.0,,Cat4
2018-03-15,319.0,,Cat4
2018-03-16,361.0,,Cat4
2018-03-17,322.0,,Cat4
2018-03-18,301.0,,Cat4
2018-03-19,390.0,,Cat4
2018-03-20,360.0,,Cat4
2018-03-21,356.0,,Cat4
2018-03-22,348.0,,Cat4
2018-03-23,367.0,,Cat4
2018-03-24,356.0,,Cat4
2018-03-25,306.0,,Cat4
2018-03-26,362.0,,Cat4
2018-03-27,340.0,,Cat4
2018-03-28,357.0,,Cat4
2018-03-29,315.0,,Cat4
2018-03-30,336.0,,Cat4
2018-03-31,348.0,,Cat4
2018-01-04,250.0,,Cat4
2018-02-04,333.0,,Cat4
2018-03-04,323.0,,Cat4
2018-04-04,356.0,,Cat4
2018-05-04,337.0,,Cat4
2018-06-04,294.0,,Cat4
2018-07-04,312.0,,Cat4
2018-08-04,322.0,,Cat4
2018-09-04,355.0,,Cat4
2018-10-04,348.0,,Cat4
2018-11-04,318.0,,Cat4
2018-12-04,330.0,,Cat4
2018-04-13,343.0,,Cat4
2018-04-14,325.0,,Cat4
2018-04-15,265.0,,Cat4
2018-04-16,388.0,,Cat4
2018-04-17,347.0,,Cat4
2018-04-18,408.0,,Cat4
2018-04-19,387.0,,Cat4
2018-04-20,358.0,,Cat4
2018-04-21,329.0,,Cat4
2018-04-22,310.0,,Cat4
2018-04-23,395.0,,Cat4
2018-04-24,385.0,,Cat4
2018-04-25,398.0,,Cat4
2018-04-26,360.0,,Cat4
2018-04-27,328.0,,Cat4
2018-04-28,297.0,,Cat4
2018-04-29,339.0,,Cat4
2018-04-30,384.0,,Cat4
2018-01-05,317.0,,Cat4
2018-02-05,322.0,,Cat4
2018-03-05,349.0,,Cat4
2018-04-05,344.0,,Cat4
2018-05-05,327.0,,Cat4
2018-06-05,302.0,,Cat4
2018-07-05,357.0,,Cat4
2018-08-05,415.0,,Cat4
2018-09-05,336.0,,Cat4
2018-10-05,306.0,,Cat4
2018-11-05,340.0,,Cat4
2018-12-05,317.0,,Cat4
2018-05-13,274.0,,Cat4
2018-05-14,412.0,,Cat4
2018-05-15,375.0,,Cat4
2018-05-16,381.0,,Cat4
2018-05-17,405.0,,Cat4
2018-05-18,374.0,,Cat4
2018-05-19,345.0,,Cat4
2018-05-20,321.0,,Cat4
2018-05-21,413.0,,Cat4
2018-05-22,440.0,,Cat4
2018-05-23,389.0,,Cat4
2018-05-24,378.0,,Cat4
2018-05-25,390.0,,Cat4
2018-05-26,338.0,,Cat4
2018-05-27,282.0,,Cat4
2018-05-28,370.0,,Cat4
2018-05-29,358.0,,Cat4
2018-05-30,407.0,,Cat4
2018-05-31,284.0,,Cat4
2018-01-06,375.0,,Cat4
2018-02-06,272.0,,Cat4
2018-03-06,286.0,,Cat4
2018-04-06,374.0,,Cat4
2018-05-06,347.0,,Cat4
2018-06-06,377.0,,Cat4
2018-07-06,413.0,,Cat4
2018-08-06,359.0,,Cat4
2018-09-06,288.0,,Cat4
2018-10-06,293.0,,Cat4
2018-11-06,424.0,,Cat4
2018-12-06,392.0,,Cat4
2018-06-13,479.0,,Cat4
2018-06-14,376.0,,Cat4
2018-06-15,358.0,,Cat4
2018-06-16,290.0,,Cat4
2018-06-17,263.0,,Cat4
2018-06-18,422.0,,Cat4
2018-06-19,408.0,,Cat4
2018-06-20,404.0,,Cat4
2018-06-21,409.0,,Cat4
2018-06-22,377.0,,Cat4
2018-06-23,324.0,,Cat4
2018-06-24,365.0,,Cat4
2018-06-25,435.0,,Cat4
2018-06-26,393.0,,Cat4
2018-06-27,486.0,,Cat4
2018-06-28,392.0,,Cat4
2018-06-29,340.0,,Cat4
2018-06-30,318.0,,Cat4
2018-01-07,344.0,,Cat4
2018-02-07,394.0,,Cat4
2018-03-07,367.0,,Cat4
2018-04-07,318.0,,Cat4
2018-05-07,340.0,,Cat4
2018-06-07,308.0,,Cat4
2018-07-07,293.0,,Cat4
2018-08-07,285.0,,Cat4
2018-09-07,410.0,,Cat4
2018-10-07,412.0,,Cat4
2018-11-07,360.0,,Cat4
2018-12-07,402.0,,Cat4
2018-07-13,380.0,,Cat4
2018-07-14,325.0,,Cat4
2018-07-15,352.0,,Cat4
2018-07-16,383.0,,Cat4
2018-07-17,426.0,,Cat4
2018-07-18,416.0,,Cat4
2018-07-19,420.0,,Cat4
2018-07-20,411.0,,Cat4
2018-07-21,404.0,,Cat4
2018-07-22,400.0,,Cat4
2018-07-23,472.0,,Cat4
2018-07-24,419.0,,Cat4
2018-07-25,445.0,,Cat4
2018-07-26,425.0,,Cat4
2018-07-27,413.0,,Cat4
2018-07-28,346.0,,Cat4
2018-07-29,322.0,,Cat4
2018-07-30,425.0,,Cat4
2018-07-31,349.0,,Cat4
2018-01-08,413.0,,Cat4
2018-02-08,380.0,,Cat4
2018-03-08,363.0,,Cat4
2018-04-08,318.0,,Cat4
2018-05-08,297.0,,Cat4
2018-06-08,430.0,,Cat4
2018-07-08,419.0,,Cat4
2018-08-08,422.0,,Cat4
2018-09-08,425.0,,Cat4
2018-10-08,439.0,,Cat4
2018-11-08,328.0,,Cat4
2018-12-08,323.0,,Cat4
2018-08-13,418.0,,Cat4
2018-08-14,448.0,,Cat4
2018-08-15,485.0,,Cat4
2018-08-16,415.0,,Cat4
2018-08-17,388.0,,Cat4
2018-08-18,360.0,,Cat4
2018-08-19,327.0,,Cat4
2018-08-20,436.0,,Cat4
2018-08-21,427.0,,Cat4
2018-08-22,467.0,,Cat4
2018-08-23,452.0,,Cat4
2018-08-24,471.0,,Cat4
2018-08-25,389.0,,Cat4
2018-08-26,355.0,,Cat4
2018-08-27,439.0,,Cat4
2018-08-28,459.0,,Cat4
2018-08-29,525.0,,Cat4
2018-08-30,456.0,,Cat4
2018-08-31,417.0,,Cat4
2018-01-09,385.0,,Cat4
2018-02-09,398.0,,Cat4
2018-03-09,427.0,,Cat4
2018-04-09,381.0,,Cat4
2018-05-09,317.0,,Cat4
2018-06-09,366.0,,Cat4
2018-07-09,365.0,,Cat4
2018-08-09,322.0,,Cat4
2018-09-09,307.0,,Cat4
2018-10-09,356.0,,Cat4
2018-11-09,382.0,,Cat4
2018-12-09,354.0,,Cat4
2018-09-13,384.0,,Cat4
2018-09-14,294.0,,Cat4
2018-09-15,320.0,,Cat4
2018-09-16,291.0,,Cat4
2018-09-17,440.0,,Cat4
2018-09-18,450.0,,Cat4
2018-09-19,445.0,,Cat4
2018-09-20,436.0,,Cat4
2018-09-21,363.0,,Cat4
2018-09-22,376.0,,Cat4
2018-09-23,357.0,,Cat4
2018-09-24,450.0,,Cat4
2018-09-25,422.0,,Cat4
2018-09-26,437.0,,Cat4
2018-09-27,391.0,,Cat4
2018-09-28,383.0,,Cat4
2018-09-29,387.0,,Cat4
2018-09-30,345.0,,Cat4
2018-01-10,380.0,,Cat4
2018-02-10,348.0,,Cat4
2018-03-10,321.0,,Cat4
2018-04-10,395.0,,Cat4
2018-05-10,349.0,,Cat4
2018-06-10,390.0,,Cat4
2018-07-10,364.0,,Cat4
2018-08-10,475.0,,Cat4
2018-09-10,442.0,,Cat4
2018-10-10,449.0,,Cat4
2018-11-10,470.0,,Cat4
2018-12-10,415.0,,Cat4
2018-10-13,357.0,,Cat4
2018-10-14,363.0,,Cat4
2018-10-15,400.0,,Cat4
2018-10-16,426.0,,Cat4
2018-10-17,435.0,,Cat4
2018-10-18,412.0,,Cat4
2018-10-19,397.0,,Cat4
2018-10-20,386.0,,Cat4
2018-10-21,338.0,,Cat4
2018-10-22,424.0,,Cat4
2018-10-23,394.0,,Cat4
2018-10-24,457.0,,Cat4
2018-10-25,468.0,,Cat4
2018-10-26,410.0,,Cat4
2018-10-27,424.0,,Cat4
2018-10-28,311.0,,Cat4
2018-10-29,400.0,,Cat4
2018-10-30,396.0,,Cat4
2018-10-31,286.0,,Cat4
2018-01-11,341.0,,Cat4
2018-02-11,356.0,,Cat4
2018-03-11,365.0,,Cat4
2018-04-11,310.0,,Cat4
2018-05-11,381.0,,Cat4
2018-06-11,329.0,,Cat4
2018-07-11,359.0,,Cat4
2018-08-11,404.0,,Cat4
2018-09-11,365.0,,Cat4
2018-10-11,339.0,,Cat4
2018-11-11,329.0,,Cat4
2018-12-11,428.0,,Cat4
2018-11-13,438.0,,Cat4
2018-11-14,388.0,,Cat4
2018-11-15,410.0,,Cat4
2018-11-16,418.0,,Cat4
2018-11-17,402.0,,Cat4
2018-11-18,377.0,,Cat4
2018-11-19,423.0,,Cat4
2018-11-20,432.0,,Cat4
2018-11-21,379.0,,Cat4
2018-11-22,297.0,,Cat4
2018-11-23,429.0,,Cat4
2018-11-24,364.0,,Cat4
2018-11-25,319.0,,Cat4
2018-11-26,362.0,,Cat4
2018-11-27,393.0,,Cat4
2018-11-28,403.0,,Cat4
2018-11-29,369.0,,Cat4
2018-11-30,325.0,,Cat4
2018-01-12,321.0,,Cat4
2018-02-12,272.0,,Cat4
2018-03-12,320.0,,Cat4
2018-04-12,301.0,,Cat4
2018-05-12,274.0,,Cat4
2018-06-12,277.0,,Cat4
2018-07-12,303.0,,Cat4
2018-08-12,300.0,,Cat4
2018-09-12,277.0,,Cat4
2018-10-12,361.0,,Cat4
2018-11-12,305.0,,Cat4
2018-12-12,340.0,,Cat4
2018-12-13,295.0,,Cat4
2018-12-14,284.0,,Cat4
2018-12-15,302.0,,Cat4
2018-12-16,283.0,,Cat4
2018-12-17,325.0,,Cat4
2018-12-18,293.0,,Cat4
2018-12-19,309.0,,Cat4
2018-12-20,289.0,,Cat4
2018-12-21,275.0,,Cat4
2018-12-22,233.0,,Cat4
2018-12-23,270.0,,Cat4
2018-12-24,191.0,,Cat4
2018-12-25,189.0,,Cat4
2018-12-26,367.0,,Cat4
2018-12-27,361.0,,Cat4
2018-12-28,369.0,,Cat4
2018-12-29,395.0,,Cat4
2018-12-30,361.0,,Cat4
2018-12-31,370.0,,Cat4
2019-01-01,261.0,,Cat4
2019-02-01,323.0,,Cat4
2019-03-01,288.0,,Cat4
2019-04-01,298.0,,Cat4
2019-05-01,297.0,,Cat4
2019-06-01,258.0,,Cat4
2019-07-01,272.0,,Cat4
2019-08-01,254.0,,Cat4
2019-09-01,288.0,,Cat4
2019-10-01,263.0,,Cat4
2019-11-01,300.0,,Cat4
2019-12-01,315.0,,Cat4
2019-01-13,277.0,,Cat4
2019-01-14,330.0,,Cat4
2019-01-15,332.0,,Cat4
2019-01-16,374.0,,Cat4
2019-01-17,344.0,,Cat4
2019-01-18,342.0,,Cat4
2019-01-19,271.0,,Cat4
2019-01-20,302.0,,Cat4
2019-01-21,408.0,,Cat4
2019-01-22,352.0,,Cat4
2019-01-23,368.0,,Cat4
2019-01-24,407.0,,Cat4
2019-01-25,349.0,,Cat4
2019-01-26,412.0,,Cat4
2019-01-27,317.0,,Cat4
2019-01-28,366.0,,Cat4
2019-01-29,367.0,,Cat4
2019-01-30,405.0,,Cat4
2019-01-31,311.0,,Cat4
2019-01-02,278.0,,Cat4
2019-02-02,319.0,,Cat4
2019-03-02,251.0,,Cat4
2019-04-02,317.0,,Cat4
2019-05-02,329.0,,Cat4
2019-06-02,387.0,,Cat4
2019-07-02,369.0,,Cat4
2019-08-02,353.0,,Cat4
2019-09-02,394.0,,Cat4
2019-10-02,346.0,,Cat4
2019-11-02,426.0,,Cat4
2019-12-02,407.0,,Cat4
2019-02-13,347.0,,Cat4
2019-02-14,343.0,,Cat4
2019-02-15,371.0,,Cat4
2019-02-16,428.0,,Cat4
2019-02-17,376.0,,Cat4
2019-02-18,457.0,,Cat4
2019-02-19,418.0,,Cat4
2019-02-20,445.0,,Cat4
2019-02-21,394.0,,Cat4
2019-02-22,357.0,,Cat4
2019-02-23,373.0,,Cat4
2019-02-24,348.0,,Cat4
2019-02-25,432.0,,Cat4
2019-02-26,398.0,,Cat4
2019-02-27,376.0,,Cat4
2019-02-28,404.0,,Cat4
2019-01-03,316.0,,Cat4
2019-02-03,321.0,,Cat4
2019-03-03,316.0,,Cat4
2019-04-03,365.0,,Cat4
2019-05-03,343.0,,Cat4
2019-06-03,339.0,,Cat4
2019-07-03,309.0,,Cat4
2019-08-03,312.0,,Cat4
2019-09-03,285.0,,Cat4
2019-10-03,272.0,,Cat4
2019-11-03,296.0,,Cat4
2019-12-03,329.0,,Cat4
2019-03-13,322.0,,Cat4
2019-03-14,294.0,,Cat4
2019-03-15,295.0,,Cat4
2019-03-16,286.0,,Cat4
2019-03-17,257.0,,Cat4
2019-03-18,294.0,,Cat4
2019-03-19,350.0,,Cat4
2019-03-20,327.0,,Cat4
2019-03-21,371.0,,Cat4
2019-03-22,327.0,,Cat4
2019-03-23,309.0,,Cat4
2019-03-24,288.0,,Cat4
2019-03-25,334.0,,Cat4
2019-03-26,353.0,,Cat4
2019-03-27,368.0,,Cat4
2019-03-28,383.0,,Cat4
2019-03-29,343.0,,Cat4
2019-03-30,313.0,,Cat4
2019-03-31,244.0,,Cat4
2019-01-04,305.0,,Cat4
2019-02-04,339.0,,Cat4
2019-03-04,301.0,,Cat4
2019-04-04,299.0,,Cat4
2019-05-04,308.0,,Cat4
2019-06-04,276.0,,Cat4
2019-07-04,250.0,,Cat4
2019-08-04,343.0,,Cat4
2019-09-04,332.0,,Cat4
2019-10-04,322.0,,Cat4
2019-11-04,363.0,,Cat4
2019-12-04,275.0,,Cat4
2019-04-13,274.0,,Cat4
2019-04-14,242.0,,Cat4
2019-04-15,308.0,,Cat4
2019-04-16,320.0,,Cat4
2019-04-17,343.0,,Cat4
2019-04-18,316.0,,Cat4
2019-04-19,290.0,,Cat4
2019-04-20,277.0,,Cat4
2019-04-21,261.0,,Cat4
2019-04-22,340.0,,Cat4
2019-04-23,390.0,,Cat4
2019-04-24,372.0,,Cat4
2019-04-25,377.0,,Cat4
2019-04-26,358.0,,Cat4
2019-04-27,324.0,,Cat4
2019-04-28,246.0,,Cat4
2019-04-29,382.0,,Cat4
2019-04-30,349.0,,Cat4
2019-01-05,274.0,,Cat4
2019-02-05,300.0,,Cat4
2019-03-05,250.0,,Cat4
2019-04-05,270.0,,Cat4
2019-05-05,227.0,,Cat4
2019-06-05,333.0,,Cat4
2019-07-05,347.0,,Cat4
2019-08-05,312.0,,Cat4
2019-09-05,301.0,,Cat4
2019-10-05,313.0,,Cat4
2019-11-05,265.0,,Cat4
2019-12-05,232.0,,Cat4
2019-05-13,337.0,,Cat4
2019-05-14,375.0,,Cat4
2019-05-15,346.0,,Cat4
2019-05-16,350.0,,Cat4
2019-05-17,361.0,,Cat4
2019-05-18,272.0,,Cat4
2019-05-19,269.0,,Cat4
2019-05-20,331.0,,Cat4
2019-05-21,385.0,,Cat4
2019-05-22,386.0,,Cat4
2019-05-23,375.0,,Cat4
2019-05-24,306.0,,Cat4
2019-05-25,329.0,,Cat4
2019-05-26,243.0,,Cat4
2019-05-27,286.0,,Cat4
2019-05-28,381.0,,Cat4
2019-05-29,362.0,,Cat4
2019-05-30,337.0,,Cat4
2019-05-31,324.0,,Cat4
2019-01-06,250.0,,Cat4
2019-02-06,207.0,,Cat4
2019-03-06,293.0,,Cat4
2019-04-06,276.0,,Cat4
2019-05-06,308.0,,Cat4
2019-06-06,289.0,,Cat4
2019-07-06,328.0,,Cat4
2019-08-06,234.0,,Cat4
2019-09-06,264.0,,Cat4
2019-10-06,321.0,,Cat4
2019-11-06,319.0,,Cat4
2019-12-06,305.0,,Cat4
2019-06-13,272.0,,Cat4
2019-06-14,291.0,,Cat4
2019-06-15,264.0,,Cat4
2019-06-16,231.0,,Cat4
2019-06-17,340.0,,Cat4
2019-06-18,315.0,,Cat4
2019-06-19,325.0,,Cat4
2019-06-20,306.0,,Cat4
2019-06-21,318.0,,Cat4
2019-06-22,312.0,,Cat4
2019-06-23,296.0,,Cat4
2019-06-24,354.0,,Cat4
2019-06-25,345.0,,Cat4
2019-06-26,350.0,,Cat4
2019-06-27,320.0,,Cat4
2019-06-28,364.0,,Cat4
2019-06-29,296.0,,Cat4
2019-06-30,254.0,,Cat4
2019-01-07,350.0,,Cat4
2019-02-07,319.0,,Cat4
2019-03-07,323.0,,Cat4
2019-04-07,251.0,,Cat4
2019-05-07,314.0,,Cat4
2019-06-07,273.0,,Cat4
2019-07-07,237.0,,Cat4
2019-08-07,313.0,,Cat4
2019-09-07,329.0,,Cat4
2019-10-07,294.0,,Cat4
2019-11-07,298.0,,Cat4
2019-12-07,338.0,,Cat4
2019-07-13,272.0,,Cat4
2019-07-14,238.0,,Cat4
2019-07-15,313.0,,Cat4
2019-07-16,308.0,,Cat4
2019-07-17,333.0,,Cat4
2019-07-18,391.0,,Cat4
2019-07-19,287.0,,Cat4
2019-07-20,286.0,,Cat4
2019-07-21,200.0,,Cat4
2019-07-22,343.0,,Cat4
2019-07-23,365.0,,Cat4
2019-07-24,352.0,,Cat4
2019-07-25,369.0,,Cat4
2019-07-26,311.0,,Cat4
2019-07-27,290.0,,Cat4
2019-07-28,308.0,,Cat4
2019-07-29,347.0,,Cat4
2019-07-30,372.0,,Cat4
2019-07-31,385.0,,Cat4
2019-01-08,322.0,,Cat4
2019-02-08,297.0,,Cat4
2019-03-08,310.0,,Cat4
2019-04-08,287.0,,Cat4
2019-05-08,370.0,,Cat4
2019-06-08,378.0,,Cat4
2019-07-08,431.0,,Cat4
2019-08-08,396.0,,Cat4
2019-09-08,350.0,,Cat4
2019-10-08,313.0,,Cat4
2019-11-08,335.0,,Cat4
2019-12-08,403.0,,Cat4
2019-08-13,416.0,,Cat4
2019-08-14,410.0,,Cat4
2019-08-15,504.0,,Cat4
2019-08-16,337.0,,Cat4
2019-08-17,350.0,,Cat4
2019-08-18,316.0,,Cat4
2019-08-19,376.0,,Cat4
2019-08-20,416.0,,Cat4
2019-08-21,412.0,,Cat4
2019-08-22,413.0,,Cat4
2019-08-23,443.0,,Cat4
2019-08-24,356.0,,Cat4
2019-08-25,379.0,,Cat4
2019-08-26,457.0,,Cat4
2019-08-27,420.0,,Cat4
2019-08-28,451.0,,Cat4
2019-08-29,436.0,,Cat4
2019-08-30,417.0,,Cat4
2019-08-31,442.0,,Cat4
2019-01-09,401.0,,Cat4
2019-02-09,431.0,,Cat4
2019-03-09,349.0,,Cat4
2019-04-09,312.0,,Cat4
2019-05-09,304.0,,Cat4
2019-06-09,369.0,,Cat4
2019-07-09,312.0,,Cat4
2019-08-09,301.0,,Cat4
2019-09-09,377.0,,Cat4
2019-10-09,390.0,,Cat4
2019-11-09,404.0,,Cat4
2019-12-09,371.0,,Cat4
2019-09-13,389.0,,Cat4
2019-09-14,287.0,,Cat4
2019-09-15,310.0,,Cat4
2019-09-16,385.0,,Cat4
2019-09-17,373.0,,Cat4
2019-09-18,374.0,,Cat4
2019-09-19,389.0,,Cat4
2019-09-20,390.0,,Cat4
2019-09-21,378.0,,Cat4
2019-09-22,302.0,,Cat4
2019-09-23,419.0,,Cat4
2019-09-24,385.0,,Cat4
2019-09-25,347.0,,Cat4
2019-09-26,375.0,,Cat4
2019-09-27,356.0,,Cat4
2019-09-28,322.0,,Cat4
2019-09-29,308.0,,Cat4
2019-09-30,373.0,,Cat4
2019-01-10,311.0,,Cat4
2019-02-10,340.0,,Cat4
2019-03-10,400.0,,Cat4
2019-04-10,336.0,,Cat4
2019-05-10,286.0,,Cat4
2019-06-10,281.0,,Cat4
2019-07-10,409.0,,Cat4
2019-08-10,405.0,,Cat4
2019-09-10,373.0,,Cat4
2019-10-10,391.0,,Cat4
2019-11-10,361.0,,Cat4
2019-12-10,302.0,,Cat4
2019-10-13,276.0,,Cat4
2019-10-14,415.0,,Cat4
2019-10-15,353.0,,Cat4
2019-10-16,425.0,,Cat4
2019-10-17,349.0,,Cat4
2019-10-18,318.0,,Cat4
2019-10-19,313.0,,Cat4
2019-10-20,290.0,,Cat4
2019-10-21,349.0,,Cat4
2019-10-22,335.0,,Cat4
2019-10-23,366.0,,Cat4
2019-10-24,366.0,,Cat4
2019-10-25,283.0,,Cat4
2019-10-26,280.0,,Cat4
2019-10-27,247.0,,Cat4
2019-10-28,309.0,,Cat4
2019-10-29,356.0,,Cat4
2019-10-30,362.0,,Cat4
2019-10-31,296.0,,Cat4
2019-01-11,266.0,,Cat4
2019-02-11,312.0,,Cat4
2019-03-11,283.0,,Cat4
2019-04-11,354.0,,Cat4
2019-05-11,318.0,,Cat4
2019-06-11,368.0,,Cat4
2019-07-11,389.0,,Cat4
2019-08-11,345.0,,Cat4
2019-09-11,364.0,,Cat4
2019-10-11,291.0,,Cat4
2019-11-11,391.0,,Cat4
2019-12-11,385.0,,Cat4
2019-11-13,357.0,,Cat4
2019-11-14,348.0,,Cat4
2019-11-15,355.0,,Cat4
2019-11-16,349.0,,Cat4
2019-11-17,286.0,,Cat4
2019-11-18,398.0,,Cat4
2019-11-19,369.0,,Cat4
2019-11-20,388.0,,Cat4
2019-11-21,400.0,,Cat4
2019-11-22,381.0,,Cat4
2019-11-23,0.0,,Cat4
2019-11-24,308.0,,Cat4
2019-11-25,372.0,,Cat4
2019-11-26,361.0,,Cat4
2019-11-27,303.0,,Cat4
2019-11-28,266.0,,Cat4
2019-11-29,393.0,,Cat4
2019-11-30,338.0,,Cat4
2019-01-12,271.0,,Cat4
2019-02-12,299.0,,Cat4
2019-03-12,267.0,,Cat4
2019-04-12,287.0,,Cat4
2019-05-12,291.0,,Cat4
2019-06-12,290.0,,Cat4
2019-07-12,299.0,,Cat4
2019-08-12,221.0,,Cat4
2019-09-12,258.0,,Cat4
2019-10-12,308.0,,Cat4
2019-11-12,265.0,,Cat4
2019-12-12,324.0,,Cat4
2019-12-13,271.0,,Cat4
2019-12-14,246.0,,Cat4
