date,testdrive_actual,testdrive_forecast,Nameplate
2019-12-24,1577.0,,Cat3
2019-12-25,1578.0,,Cat3
2019-12-26,2288.0,,Cat3
2019-12-27,2365.0,,Cat3
2019-12-28,2480.0,,Cat3
2019-12-29,2556.0,,Cat3
2019-12-30,2514.0,,Cat3
2019-12-31,1988.0,,Cat3
2020-01-01,1569.0,,Cat3
2020-02-01,2191.0,,Cat3
2020-03-01,1943.0,,Cat3
2020-04-01,2243.0,,Cat3
2020-05-01,2016.0,,Cat3
2020-06-01,1692.0,,Cat3
2020-01-13,2080.0,,Cat3
2020-01-14,2170.0,,Cat3
2020-01-15,2028.0,,Cat3
2020-01-16,2229.0,,Cat3
2020-01-17,2187.0,,Cat3
2020-01-18,2515.0,,Cat3
2020-01-19,2491.0,,Cat3
2020-01-20,2668.0,,Cat3
2020-01-21,2356.0,,Cat3
2020-01-22,2410.0,,Cat3
2020-01-23,2161.0,,Cat3
2020-01-24,2138.0,,Cat3
2020-01-25,2371.0,,Cat3
2020-01-26,2294.0,,Cat3
2020-01-27,2227.0,,Cat3
2020-01-28,2121.0,,Cat3
2020-01-29,2164.0,,Cat3
2020-01-30,2132.0,,Cat3
2020-01-31,1976.0,,Cat3
2020-01-02,2232.0,,Cat3
2020-02-02,1992.0,,Cat3
2020-03-02,2044.0,,Cat3
2020-04-02,2085.0,,Cat3
2020-05-02,1960.0,,Cat3
2020-06-02,1961.0,,Cat3
2020-02-13,1835.0,,Cat3
2020-02-14,1813.0,,Cat3
2020-02-15,2158.0,,Cat3
2020-02-16,2195.0,,Cat3
2020-02-17,2233.0,,Cat3
2020-02-18,2129.0,,Cat3
2020-02-19,2020.0,,Cat3
2020-02-20,1857.0,,Cat3
2020-02-21,1936.0,,Cat3
2020-02-22,2178.0,,Cat3
2020-02-23,2064.0,,Cat3
2020-02-24,2131.0,,Cat3
2020-02-25,2068.0,,Cat3
2020-02-26,1939.0,,Cat3
2020-02-27,1876.0,,Cat3
2020-02-28,1792.0,,Cat3
2020-02-29,2068.0,,Cat3
2020-01-03,1985.0,,Cat3
2020-02-03,1987.0,,Cat3
2020-03-03,1923.0,,Cat3
2020-04-03,1727.0,,Cat3
2020-05-03,1857.0,,Cat3
2020-06-03,1855.0,,Cat3
2020-03-13,1371.0,,Cat3
2020-03-14,1560.0,,Cat3
2020-03-15,1440.0,,Cat3
2020-03-16,1223.0,,Cat3
2020-03-17,1194.0,,Cat3
2020-03-18,1258.0,,Cat3
2020-03-19,1372.0,,Cat3
2020-03-20,920.0,,Cat3
2020-03-21,1016.0,,Cat3
2020-03-22,998.0,,Cat3
2020-03-23,898.0,,Cat3
2020-03-24,1212.0,,Cat3
2020-03-25,1425.0,,Cat3
2020-03-26,1549.0,,Cat3
2020-03-27,1552.0,,Cat3
2020-03-28,1858.0,,Cat3
2020-03-29,1783.0,,Cat3
2020-03-30,1538.0,,Cat3
2020-03-31,1397.0,,Cat3
2020-01-04,1434.0,,Cat3
2020-02-04,1279.0,,Cat3
2020-03-04,1191.0,,Cat3
2020-04-04,1222.0,,Cat3
2020-05-04,1212.0,,Cat3
2020-04-13,1580.0,,Cat3
2020-04-14,1607.0,,Cat3
2020-04-15,1696.0,,Cat3
2020-04-16,1748.0,,Cat3
2020-04-17,1706.0,,Cat3
2020-04-18,1847.0,,Cat3
2020-04-19,1846.0,,Cat3
2020-04-20,1789.0,,Cat3
2020-04-21,1799.0,,Cat3
2020-04-22,1698.0,,Cat3
2020-04-23,1790.0,,Cat3
2020-04-24,1555.0,,Cat3
2020-04-25,1866.0,,Cat3
2020-04-26,1787.0,,Cat3
2020-04-27,1743.0,,Cat3
2020-04-28,1681.0,,Cat3
2020-04-29,1736.0,,Cat3
2020-04-30,1694.0,,Cat3
2020-01-05,1802.0,,Cat3
2020-02-05,1860.0,,Cat3
2020-03-05,1765.0,,Cat3
2020-04-05,1957.0,,Cat3
2020-05-05,2153.0,,Cat3
2020-05-13,2032.0,,Cat3
2020-05-14,2258.0,,Cat3
2020-05-15,1892.0,,Cat3
2020-05-16,2039.0,,Cat3
2020-05-17,1923.0,,Cat3
2020-05-18,1987.0,,Cat3
2020-05-19,2081.0,,Cat3
2020-05-20,1913.0,,Cat3
2020-05-21,1935.0,,Cat3
2020-05-22,1913.0,,Cat3
2020-05-23,2032.0,,Cat3
2020-05-24,1964.0,,Cat3
2020-05-25,2115.0,,Cat3
2020-05-26,2295.0,,Cat3
2020-05-27,2056.0,,Cat3
2020-05-28,2087.0,,Cat3
2020-05-29,1928.0,,Cat3
2020-05-30,1842.0,,Cat3
2020-05-31,1810.0,,Cat3
2020-01-06,1673.0,,Cat3
2020-02-06,1716.0,,Cat3
2020-03-06,1766.0,,Cat3
2020-04-06,5423.0,,Cat3
2020-05-06,9247.0,,Cat3
2020-06-04,,9408.013962873234,Cat3
2020-06-05,,8309.779932871097,Cat3
2020-06-06,,6884.700030722675,Cat3
2020-06-07,,5511.468350156487,Cat3
2020-06-08,,5123.970683677296,Cat3
2020-06-09,,5783.32098798716,Cat3
2020-06-10,,6562.623452485925,Cat3
2020-06-11,,7105.1636198246015,Cat3
2020-06-12,,7233.787288532319,Cat3
2020-06-13,,6971.742095759954,Cat3
2020-06-14,,6576.032098540003,Cat3
2020-06-15,,6338.950883695186,Cat3
2020-06-16,,6311.312899677232,Cat3
2020-06-17,,6447.488585212192,Cat3
2020-06-18,,6628.729026885152,Cat3
2020-06-19,,6745.879177990004,Cat3
2020-06-20,,6753.6498945814965,Cat3
2020-06-21,,6690.168266818304,Cat3
2020-06-22,,6611.074825001293,Cat3
2020-06-23,,6565.59362820802,Cat3
2020-06-24,,6568.861262908219,Cat3
2020-06-25,,,Cat3
2020-06-26,,,Cat3
2020-06-27,,,Cat3
2020-06-28,,,Cat3
2020-06-29,,,Cat3
2020-06-30,,,Cat3
2018-01-01,1522.0,,Cat4
2018-02-01,1726.0,,Cat4
2018-03-01,1711.0,,Cat4
2018-04-01,1737.0,,Cat4
2018-05-01,1716.0,,Cat4
2018-06-01,1908.0,,Cat4
2018-07-01,1814.0,,Cat4
2018-08-01,1782.0,,Cat4
2018-09-01,1631.0,,Cat4
2018-10-01,1749.0,,Cat4
2018-11-01,1537.0,,Cat4
2018-12-01,1623.0,,Cat4
2018-01-13,1969.0,,Cat4
2018-01-14,2056.0,,Cat4
2018-01-15,2018.0,,Cat4
2018-01-16,2074.0,,Cat4
2018-01-17,1961.0,,Cat4
2018-01-18,1739.0,,Cat4
2018-01-19,799.0,,Cat4
2018-01-20,20.0,,Cat4
2018-01-21,29.0,,Cat4
2018-01-22,1234.0,,Cat4
2018-01-23,1887.0,,Cat4
2018-01-24,1780.0,,Cat4
2018-01-25,1825.0,,Cat4
2018-01-26,1802.0,,Cat4
2018-01-27,2082.0,,Cat4
2018-01-28,2090.0,,Cat4
2018-01-29,1880.0,,Cat4
2018-01-30,1665.0,,Cat4
2018-01-31,1671.0,,Cat4
2018-01-02,1868.0,,Cat4
2018-02-02,1671.0,,Cat4
2018-03-02,1580.0,,Cat4
2018-04-02,1456.0,,Cat4
2018-05-02,1885.0,,Cat4
2018-06-02,1681.0,,Cat4
2018-07-02,1722.0,,Cat4
2018-08-02,1649.0,,Cat4
2018-09-02,1875.0,,Cat4
2018-10-02,2123.0,,Cat4
2018-11-02,2136.0,,Cat4
2018-12-02,1948.0,,Cat4
2018-02-13,1730.0,,Cat4
2018-02-14,1419.0,,Cat4
2018-02-15,1696.0,,Cat4
2018-02-16,1772.0,,Cat4
2018-02-17,1950.0,,Cat4
2018-02-18,2041.0,,Cat4
2018-02-19,2003.0,,Cat4
2018-02-20,1793.0,,Cat4
2018-02-21,1617.0,,Cat4
2018-02-22,1693.0,,Cat4
2018-02-23,1705.0,,Cat4
2018-02-24,1913.0,,Cat4
2018-02-25,1925.0,,Cat4
2018-02-26,1856.0,,Cat4
2018-02-27,1740.0,,Cat4
2018-02-28,1583.0,,Cat4
2018-01-03,2107.0,,Cat4
2018-02-03,2183.0,,Cat4
2018-03-03,2384.0,,Cat4
2018-04-03,2408.0,,Cat4
2018-05-03,2252.0,,Cat4
2018-06-03,2128.0,,Cat4
2018-07-03,2067.0,,Cat4
2018-08-03,2157.0,,Cat4
2018-09-03,1993.0,,Cat4
2018-10-03,2273.0,,Cat4
2018-11-03,2308.0,,Cat4
2018-12-03,2348.0,,Cat4
2018-03-13,2147.0,,Cat4
2018-03-14,2089.0,,Cat4
2018-03-15,2008.0,,Cat4
2018-03-16,2182.0,,Cat4
2018-03-17,2293.0,,Cat4
2018-03-18,2337.0,,Cat4
2018-03-19,2317.0,,Cat4
2018-03-20,2174.0,,Cat4
2018-03-21,2246.0,,Cat4
2018-03-22,2215.0,,Cat4
2018-03-23,2183.0,,Cat4
2018-03-24,2433.0,,Cat4
2018-03-25,2424.0,,Cat4
2018-03-26,2302.0,,Cat4
2018-03-27,2285.0,,Cat4
2018-03-28,2252.0,,Cat4
2018-03-29,1992.0,,Cat4
2018-03-30,2065.0,,Cat4
2018-03-31,2133.0,,Cat4
2018-01-04,1964.0,,Cat4
2018-02-04,2050.0,,Cat4
2018-03-04,2079.0,,Cat4
2018-04-04,2005.0,,Cat4
2018-05-04,1969.0,,Cat4
2018-06-04,2015.0,,Cat4
2018-07-04,2262.0,,Cat4
2018-08-04,2103.0,,Cat4
2018-09-04,2189.0,,Cat4
2018-10-04,2177.0,,Cat4
2018-11-04,2021.0,,Cat4
2018-12-04,2077.0,,Cat4
2018-04-13,1985.0,,Cat4
2018-04-14,2180.0,,Cat4
2018-04-15,2286.0,,Cat4
2018-04-16,2239.0,,Cat4
2018-04-17,2154.0,,Cat4
2018-04-18,2170.0,,Cat4
2018-04-19,2286.0,,Cat4
2018-04-20,2023.0,,Cat4
2018-04-21,2131.0,,Cat4
2018-04-22,2196.0,,Cat4
2018-04-23,2205.0,,Cat4
2018-04-24,2201.0,,Cat4
2018-04-25,2104.0,,Cat4
2018-04-26,2077.0,,Cat4
2018-04-27,2037.0,,Cat4
2018-04-28,2074.0,,Cat4
2018-04-29,2290.0,,Cat4
2018-04-30,2096.0,,Cat4
2018-01-05,2018.0,,Cat4
2018-02-05,1972.0,,Cat4
2018-03-05,1949.0,,Cat4
2018-04-05,1841.0,,Cat4
2018-05-05,1859.0,,Cat4
2018-06-05,2213.0,,Cat4
2018-07-05,2244.0,,Cat4
2018-08-05,2162.0,,Cat4
2018-09-05,2058.0,,Cat4
2018-10-05,1991.0,,Cat4
2018-11-05,2063.0,,Cat4
2018-12-05,2101.0,,Cat4
2018-05-13,2248.0,,Cat4
2018-05-14,2411.0,,Cat4
2018-05-15,2343.0,,Cat4
2018-05-16,2264.0,,Cat4
2018-05-17,2277.0,,Cat4
2018-05-18,2205.0,,Cat4
2018-05-19,2247.0,,Cat4
2018-05-20,2253.0,,Cat4
2018-05-21,3154.0,,Cat4
2018-05-22,2897.0,,Cat4
2018-05-23,2285.0,,Cat4
2018-05-24,2410.0,,Cat4
2018-05-25,2305.0,,Cat4
2018-05-26,2462.0,,Cat4
2018-05-27,2470.0,,Cat4
2018-05-28,2707.0,,Cat4
2018-05-29,2551.0,,Cat4
2018-05-30,2473.0,,Cat4
2018-05-31,2221.0,,Cat4
2018-01-06,2156.0,,Cat4
2018-02-06,2134.0,,Cat4
2018-03-06,2592.0,,Cat4
2018-04-06,2335.0,,Cat4
2018-05-06,2353.0,,Cat4
2018-06-06,2064.0,,Cat4
2018-07-06,2039.0,,Cat4
2018-08-06,1946.0,,Cat4
2018-09-06,1918.0,,Cat4
2018-10-06,2261.0,,Cat4
2018-11-06,2151.0,,Cat4
2018-12-06,2151.0,,Cat4
2018-06-13,2126.0,,Cat4
2018-06-14,3680.0,,Cat4
2018-06-15,3446.0,,Cat4
2018-06-16,2676.0,,Cat4
2018-06-17,3256.0,,Cat4
2018-06-18,2126.0,,Cat4
2018-06-19,2137.0,,Cat4
2018-06-20,1994.0,,Cat4
2018-06-21,4385.0,,Cat4
2018-06-22,4662.0,,Cat4
2018-06-23,2739.0,,Cat4
2018-06-24,2450.0,,Cat4
2018-06-25,2190.0,,Cat4
2018-06-26,2130.0,,Cat4
2018-06-27,2029.0,,Cat4
2018-06-28,2083.0,,Cat4
2018-06-29,1856.0,,Cat4
2018-06-30,1967.0,,Cat4
2018-01-07,1929.0,,Cat4
2018-02-07,2107.0,,Cat4
2018-03-07,2045.0,,Cat4
2018-04-07,1851.0,,Cat4
2018-05-07,2143.0,,Cat4
2018-06-07,2073.0,,Cat4
2018-07-07,2135.0,,Cat4
2018-08-07,2141.0,,Cat4
2018-09-07,2247.0,,Cat4
2018-10-07,2085.0,,Cat4
2018-11-07,2084.0,,Cat4
2018-12-07,2017.0,,Cat4
2018-07-13,2063.0,,Cat4
2018-07-14,2190.0,,Cat4
2018-07-15,2343.0,,Cat4
2018-07-16,2240.0,,Cat4
2018-07-17,3047.0,,Cat4
2018-07-18,3064.0,,Cat4
2018-07-19,2677.0,,Cat4
2018-07-20,2193.0,,Cat4
2018-07-21,2384.0,,Cat4
2018-07-22,2557.0,,Cat4
2018-07-23,2449.0,,Cat4
2018-07-24,2235.0,,Cat4
2018-07-25,2241.0,,Cat4
2018-07-26,2898.0,,Cat4
2018-07-27,3021.0,,Cat4
2018-07-28,2279.0,,Cat4
2018-07-29,2266.0,,Cat4
2018-07-30,2329.0,,Cat4
2018-07-31,2064.0,,Cat4
2018-01-08,2078.0,,Cat4
2018-02-08,1971.0,,Cat4
2018-03-08,1883.0,,Cat4
2018-04-08,2077.0,,Cat4
2018-05-08,2077.0,,Cat4
2018-06-08,2226.0,,Cat4
2018-07-08,2123.0,,Cat4
2018-08-08,2133.0,,Cat4
2018-09-08,1991.0,,Cat4
2018-10-08,2057.0,,Cat4
2018-11-08,2154.0,,Cat4
2018-12-08,2207.0,,Cat4
2018-08-13,2253.0,,Cat4
2018-08-14,2266.0,,Cat4
2018-08-15,2174.0,,Cat4
2018-08-16,2142.0,,Cat4
2018-08-17,2044.0,,Cat4
2018-08-18,2355.0,,Cat4
2018-08-19,2452.0,,Cat4
2018-08-20,2342.0,,Cat4
2018-08-21,2310.0,,Cat4
2018-08-22,2183.0,,Cat4
2018-08-23,2243.0,,Cat4
2018-08-24,3902.0,,Cat4
2018-08-25,4678.0,,Cat4
2018-08-26,4153.0,,Cat4
2018-08-27,2646.0,,Cat4
2018-08-28,2421.0,,Cat4
2018-08-29,2268.0,,Cat4
2018-08-30,4212.0,,Cat4
2018-08-31,4891.0,,Cat4
2018-01-09,4059.0,,Cat4
2018-02-09,2339.0,,Cat4
2018-03-09,2423.0,,Cat4
2018-04-09,1940.0,,Cat4
2018-05-09,1868.0,,Cat4
2018-06-09,1923.0,,Cat4
2018-07-09,1809.0,,Cat4
2018-08-09,2178.0,,Cat4
2018-09-09,2145.0,,Cat4
2018-10-09,1962.0,,Cat4
2018-11-09,1928.0,,Cat4
2018-12-09,1804.0,,Cat4
2018-09-13,1838.0,,Cat4
2018-09-14,1941.0,,Cat4
2018-09-15,2154.0,,Cat4
2018-09-16,2237.0,,Cat4
2018-09-17,2079.0,,Cat4
2018-09-18,1900.0,,Cat4
2018-09-19,1949.0,,Cat4
2018-09-20,2016.0,,Cat4
2018-09-21,1968.0,,Cat4
2018-09-22,2158.0,,Cat4
2018-09-23,2333.0,,Cat4
2018-09-24,2210.0,,Cat4
2018-09-25,2024.0,,Cat4
2018-09-26,1949.0,,Cat4
2018-09-27,2222.0,,Cat4
2018-09-28,2274.0,,Cat4
2018-09-29,2390.0,,Cat4
2018-09-30,2238.0,,Cat4
2018-01-10,1950.0,,Cat4
2018-02-10,1881.0,,Cat4
2018-03-10,1761.0,,Cat4
2018-04-10,1784.0,,Cat4
2018-05-10,1680.0,,Cat4
2018-06-10,1900.0,,Cat4
2018-07-10,1969.0,,Cat4
2018-08-10,1988.0,,Cat4
2018-09-10,1848.0,,Cat4
2018-10-10,1874.0,,Cat4
2018-11-10,1851.0,,Cat4
2018-12-10,1761.0,,Cat4
2018-10-13,1907.0,,Cat4
2018-10-14,2003.0,,Cat4
2018-10-15,2103.0,,Cat4
2018-10-16,1843.0,,Cat4
2018-10-17,1964.0,,Cat4
2018-10-18,1831.0,,Cat4
2018-10-19,1876.0,,Cat4
2018-10-20,1887.0,,Cat4
2018-10-21,2061.0,,Cat4
2018-10-22,2016.0,,Cat4
2018-10-23,1949.0,,Cat4
2018-10-24,1732.0,,Cat4
2018-10-25,1754.0,,Cat4
2018-10-26,1689.0,,Cat4
2018-10-27,1747.0,,Cat4
2018-10-28,1882.0,,Cat4
2018-10-29,1892.0,,Cat4
2018-10-30,1704.0,,Cat4
2018-10-31,1481.0,,Cat4
2018-01-11,1578.0,,Cat4
2018-02-11,1522.0,,Cat4
2018-03-11,1686.0,,Cat4
2018-04-11,1772.0,,Cat4
2018-05-11,1696.0,,Cat4
2018-06-11,1468.0,,Cat4
2018-07-11,1555.0,,Cat4
2018-08-11,1590.0,,Cat4
2018-09-11,1681.0,,Cat4
2018-10-11,1916.0,,Cat4
2018-11-11,1983.0,,Cat4
2018-12-11,2055.0,,Cat4
2018-11-13,1924.0,,Cat4
2018-11-14,1853.0,,Cat4
2018-11-15,1961.0,,Cat4
2018-11-16,1969.0,,Cat4
2018-11-17,2075.0,,Cat4
2018-11-18,2253.0,,Cat4
2018-11-19,1942.0,,Cat4
2018-11-20,1954.0,,Cat4
2018-11-21,1700.0,,Cat4
2018-11-22,1588.0,,Cat4
2018-11-23,2119.0,,Cat4
2018-11-24,2073.0,,Cat4
2018-11-25,1998.0,,Cat4
2018-11-26,1873.0,,Cat4
2018-11-27,1950.0,,Cat4
2018-11-28,2151.0,,Cat4
2018-11-29,1950.0,,Cat4
2018-11-30,1719.0,,Cat4
2018-01-12,1777.0,,Cat4
2018-02-12,1826.0,,Cat4
2018-03-12,1721.0,,Cat4
2018-04-12,1678.0,,Cat4
2018-05-12,1622.0,,Cat4
2018-06-12,1486.0,,Cat4
2018-07-12,1497.0,,Cat4
2018-08-12,1678.0,,Cat4
2018-09-12,1820.0,,Cat4
2018-10-12,1645.0,,Cat4
2018-11-12,1586.0,,Cat4
2018-12-12,1624.0,,Cat4
2018-12-13,1587.0,,Cat4
2018-12-14,2065.0,,Cat4
2018-12-15,2662.0,,Cat4
2018-12-16,2731.0,,Cat4
2018-12-17,2411.0,,Cat4
2018-12-18,2290.0,,Cat4
2018-12-19,2351.0,,Cat4
2018-12-20,2298.0,,Cat4
2018-12-21,2427.0,,Cat4
2018-12-22,2444.0,,Cat4
2018-12-23,2224.0,,Cat4
2018-12-24,1660.0,,Cat4
2018-12-25,1458.0,,Cat4
2018-12-26,2036.0,,Cat4
2018-12-27,3080.0,,Cat4
2018-12-28,3429.0,,Cat4
2018-12-29,3006.0,,Cat4
2018-12-30,3225.0,,Cat4
2018-12-31,2411.0,,Cat4
2019-01-01,1459.0,,Cat4
2019-02-01,1682.0,,Cat4
2019-03-01,1651.0,,Cat4
2019-04-01,1726.0,,Cat4
2019-05-01,1926.0,,Cat4
2019-06-01,1813.0,,Cat4
2019-07-01,1681.0,,Cat4
2019-08-01,1569.0,,Cat4
2019-09-01,1657.0,,Cat4
2019-10-01,1791.0,,Cat4
2019-11-01,1836.0,,Cat4
2019-12-01,2153.0,,Cat4
2019-01-13,2064.0,,Cat4
2019-01-14,1946.0,,Cat4
2019-01-15,1975.0,,Cat4
2019-01-16,1850.0,,Cat4
2019-01-17,1990.0,,Cat4
2019-01-18,2043.0,,Cat4
2019-01-19,2481.0,,Cat4
2019-01-20,2520.0,,Cat4
2019-01-21,2339.0,,Cat4
2019-01-22,1995.0,,Cat4
2019-01-23,2000.0,,Cat4
2019-01-24,2151.0,,Cat4
2019-01-25,2179.0,,Cat4
2019-01-26,2580.0,,Cat4
2019-01-27,2712.0,,Cat4
2019-01-28,2189.0,,Cat4
2019-01-29,2216.0,,Cat4
2019-01-30,2318.0,,Cat4
2019-01-31,2040.0,,Cat4
2019-01-02,1954.0,,Cat4
2019-02-02,2244.0,,Cat4
2019-03-02,2209.0,,Cat4
2019-04-02,2048.0,,Cat4
2019-05-02,2118.0,,Cat4
2019-06-02,2081.0,,Cat4
2019-07-02,2130.0,,Cat4
2019-08-02,2021.0,,Cat4
2019-09-02,2532.0,,Cat4
2019-10-02,2455.0,,Cat4
2019-11-02,2443.0,,Cat4
2019-12-02,2201.0,,Cat4
2019-02-13,1990.0,,Cat4
2019-02-14,2199.0,,Cat4
2019-02-15,2524.0,,Cat4
2019-02-16,2957.0,,Cat4
2019-02-17,2946.0,,Cat4
2019-02-18,2580.0,,Cat4
2019-02-19,2309.0,,Cat4
2019-02-20,4126.0,,Cat4
2019-02-21,4654.0,,Cat4
2019-02-22,4496.0,,Cat4
2019-02-23,2685.0,,Cat4
2019-02-24,2714.0,,Cat4
2019-02-25,3548.0,,Cat4
2019-02-26,4013.0,,Cat4
2019-02-27,2872.0,,Cat4
2019-02-28,2219.0,,Cat4
2019-01-03,2104.0,,Cat4
2019-02-03,2471.0,,Cat4
2019-03-03,2488.0,,Cat4
2019-04-03,2039.0,,Cat4
2019-05-03,1961.0,,Cat4
2019-06-03,1807.0,,Cat4
2019-07-03,2062.0,,Cat4
2019-08-03,1769.0,,Cat4
2019-09-03,2251.0,,Cat4
2019-10-03,2046.0,,Cat4
2019-11-03,2592.0,,Cat4
2019-12-03,3693.0,,Cat4
2019-03-13,3273.0,,Cat4
2019-03-14,3817.0,,Cat4
2019-03-15,3779.0,,Cat4
2019-03-16,2002.0,,Cat4
2019-03-17,2156.0,,Cat4
2019-03-18,1993.0,,Cat4
2019-03-19,2092.0,,Cat4
2019-03-20,2387.0,,Cat4
2019-03-21,3283.0,,Cat4
2019-03-22,3137.0,,Cat4
2019-03-23,2281.0,,Cat4
2019-03-24,2343.0,,Cat4
2019-03-25,2163.0,,Cat4
2019-03-26,3973.0,,Cat4
2019-03-27,4036.0,,Cat4
2019-03-28,3848.0,,Cat4
2019-03-29,3336.0,,Cat4
2019-03-30,3679.0,,Cat4
2019-03-31,3528.0,,Cat4
2019-01-04,1981.0,,Cat4
2019-02-04,1980.0,,Cat4
2019-03-04,1911.0,,Cat4
2019-04-04,1783.0,,Cat4
2019-05-04,1806.0,,Cat4
2019-06-04,2019.0,,Cat4
2019-07-04,2044.0,,Cat4
2019-08-04,2127.0,,Cat4
2019-09-04,1854.0,,Cat4
2019-10-04,1889.0,,Cat4
2019-11-04,1876.0,,Cat4
2019-12-04,1680.0,,Cat4
2019-04-13,1856.0,,Cat4
2019-04-14,1963.0,,Cat4
2019-04-15,1873.0,,Cat4
2019-04-16,1805.0,,Cat4
2019-04-17,1854.0,,Cat4
2019-04-18,1826.0,,Cat4
2019-04-19,1867.0,,Cat4
2019-04-20,2016.0,,Cat4
2019-04-21,1842.0,,Cat4
2019-04-22,1968.0,,Cat4
2019-04-23,2104.0,,Cat4
2019-04-24,2076.0,,Cat4
2019-04-25,1871.0,,Cat4
2019-04-26,1887.0,,Cat4
2019-04-27,1839.0,,Cat4
2019-04-28,2061.0,,Cat4
2019-04-29,1947.0,,Cat4
2019-04-30,1784.0,,Cat4
2019-01-05,1727.0,,Cat4
2019-02-05,1705.0,,Cat4
2019-03-05,1649.0,,Cat4
2019-04-05,1641.0,,Cat4
2019-05-05,1682.0,,Cat4
2019-06-05,1653.0,,Cat4
2019-07-05,1721.0,,Cat4
2019-08-05,1776.0,,Cat4
2019-09-05,1727.0,,Cat4
2019-10-05,1862.0,,Cat4
2019-11-05,1947.0,,Cat4
2019-12-05,2204.0,,Cat4
2019-05-13,2099.0,,Cat4
2019-05-14,1831.0,,Cat4
2019-05-15,1764.0,,Cat4
2019-05-16,1728.0,,Cat4
2019-05-17,1721.0,,Cat4
2019-05-18,1747.0,,Cat4
2019-05-19,1774.0,,Cat4
2019-05-20,2069.0,,Cat4
2019-05-21,2106.0,,Cat4
2019-05-22,2015.0,,Cat4
2019-05-23,1849.0,,Cat4
2019-05-24,1879.0,,Cat4
2019-05-25,1912.0,,Cat4
2019-05-26,1721.0,,Cat4
2019-05-27,1988.0,,Cat4
2019-05-28,1960.0,,Cat4
2019-05-29,1832.0,,Cat4
2019-05-30,1838.0,,Cat4
2019-05-31,1985.0,,Cat4
2019-01-06,1966.0,,Cat4
2019-02-06,1979.0,,Cat4
2019-03-06,1855.0,,Cat4
2019-04-06,1932.0,,Cat4
2019-05-06,2158.0,,Cat4
2019-06-06,2067.0,,Cat4
2019-07-06,2057.0,,Cat4
2019-08-06,1812.0,,Cat4
2019-09-06,2205.0,,Cat4
2019-10-06,2314.0,,Cat4
2019-11-06,2211.0,,Cat4
2019-12-06,2174.0,,Cat4
2019-06-13,2025.0,,Cat4
2019-06-14,1869.0,,Cat4
2019-06-15,1959.0,,Cat4
2019-06-16,2257.0,,Cat4
2019-06-17,2166.0,,Cat4
2019-06-18,2219.0,,Cat4
2019-06-19,2059.0,,Cat4
2019-06-20,2310.0,,Cat4
2019-06-21,2094.0,,Cat4
2019-06-22,2043.0,,Cat4
2019-06-23,2064.0,,Cat4
2019-06-24,2121.0,,Cat4
2019-06-25,2178.0,,Cat4
2019-06-26,2087.0,,Cat4
2019-06-27,1980.0,,Cat4
2019-06-28,1892.0,,Cat4
2019-06-29,1922.0,,Cat4
2019-06-30,2107.0,,Cat4
2019-01-07,1979.0,,Cat4
2019-02-07,2026.0,,Cat4
2019-03-07,1673.0,,Cat4
2019-04-07,1678.0,,Cat4
2019-05-07,1880.0,,Cat4
2019-06-07,1781.0,,Cat4
2019-07-07,2039.0,,Cat4
2019-08-07,2052.0,,Cat4
2019-09-07,1868.0,,Cat4
2019-10-07,2029.0,,Cat4
2019-11-07,2200.0,,Cat4
2019-12-07,2335.0,,Cat4
2019-07-13,2357.0,,Cat4
2019-07-14,2291.0,,Cat4
2019-07-15,2476.0,,Cat4
2019-07-16,2378.0,,Cat4
2019-07-17,2483.0,,Cat4
2019-07-18,2503.0,,Cat4
2019-07-19,2376.0,,Cat4
2019-07-20,2314.0,,Cat4
2019-07-21,2525.0,,Cat4
2019-07-22,2385.0,,Cat4
2019-07-23,2497.0,,Cat4
2019-07-24,2229.0,,Cat4
2019-07-25,2348.0,,Cat4
2019-07-26,2411.0,,Cat4
2019-07-27,2322.0,,Cat4
2019-07-28,2369.0,,Cat4
2019-07-29,2390.0,,Cat4
2019-07-30,2339.0,,Cat4
2019-07-31,2224.0,,Cat4
2019-01-08,2069.0,,Cat4
2019-02-08,2119.0,,Cat4
2019-03-08,2126.0,,Cat4
2019-04-08,2120.0,,Cat4
2019-05-08,2254.0,,Cat4
2019-06-08,2494.0,,Cat4
2019-07-08,2891.0,,Cat4
2019-08-08,3015.0,,Cat4
2019-09-08,3227.0,,Cat4
2019-10-08,2711.0,,Cat4
2019-11-08,2333.0,,Cat4
2019-12-08,2543.0,,Cat4
2019-08-13,2709.0,,Cat4
2019-08-14,2279.0,,Cat4
2019-08-15,2307.0,,Cat4
2019-08-16,2247.0,,Cat4
2019-08-17,2396.0,,Cat4
2019-08-18,2469.0,,Cat4
2019-08-19,2380.0,,Cat4
2019-08-20,2346.0,,Cat4
2019-08-21,2490.0,,Cat4
2019-08-22,2613.0,,Cat4
2019-08-23,2972.0,,Cat4
2019-08-24,3103.0,,Cat4
2019-08-25,2788.0,,Cat4
2019-08-26,2703.0,,Cat4
2019-08-27,2580.0,,Cat4
2019-08-28,2671.0,,Cat4
2019-08-29,2782.0,,Cat4
2019-08-30,3645.0,,Cat4
2019-08-31,3356.0,,Cat4
2019-01-09,3601.0,,Cat4
2019-02-09,2654.0,,Cat4
2019-03-09,2059.0,,Cat4
2019-04-09,1875.0,,Cat4
2019-05-09,1833.0,,Cat4
2019-06-09,2119.0,,Cat4
