date,Category,visits,testdrive,leads,total_spend_nobrand_nodig,total_spend_nobrand
31/05/19,Cat5,14325,5979,573,146382.5514,258491.8657
31/05/19,Cat6,1561,444,17,777.8414286,16425.71
31/05/19,Cat7,12236,4653,519,83352.25714,183409.3786
31/05/19,Cat8,16629,5890,1212,216536.5657,330448.48
31/05/19,Cat9,1397,282,33,7554.162857,31665.60143
31/05/19,Cat10,807,125,18,0,0
31/05/19,Cat11,28114,12395,1357,2828.425714,98568.56429
01/06/19,Cat1,9895,3884,475,22459.87571,78384.61286
01/06/19,Cat2,7984,3067,415,16086.62714,72660.17429
01/06/19,Cat3,6385,2049,571,169601.6957,306130.6871
01/06/19,Cat4,5233,1966,250,162747.9029,222444.1429
01/06/19,Cat5,13942,5903,587,146382.5514,258491.8657
01/06/19,Cat6,1178,338,15,777.8414286,16425.71
01/06/19,Cat7,12286,4868,465,83352.25714,183409.3786
01/06/19,Cat8,15497,5940,1067,216536.5657,330448.48
01/06/19,Cat9,1159,259,44,7554.162857,31665.60143
01/06/19,Cat10,592,108,20,0,0
01/06/19,Cat11,29599,13584,1445,2828.425714,98568.56429
02/06/19,Cat1,10142,3902,487,22459.87571,78384.61286
02/06/19,Cat2,8591,3284,360,16086.62714,72660.17429
02/06/19,Cat3,6378,2059,400,169601.6957,306130.6871
02/06/19,Cat4,5321,1979,207,162747.9029,222444.1429
02/06/19,Cat5,21606,6231,474,146382.5514,258491.8657
02/06/19,Cat6,1234,430,24,777.8414286,16425.71
02/06/19,Cat7,13407,5423,493,83352.25714,183409.3786
02/06/19,Cat8,16849,6258,970,216536.5657,330448.48
02/06/19,Cat9,1200,246,46,7554.162857,31665.60143
02/06/19,Cat10,556,95,16,0,0
02/06/19,Cat11,31173,14709,1239,2828.425714,98568.56429
03/06/19,Cat1,10438,3752,505,5970.497143,61823.15429
03/06/19,Cat2,8631,3073,417,11247.08143,67883.52286
03/06/19,Cat3,6416,1960,556,466468.6543,572354.1186
03/06/19,Cat4,5136,1855,293,291076.4343,358543.0057
03/06/19,Cat5,13671,5787,582,117186.1029,226915.5643
03/06/19,Cat6,1625,489,18,1315.992857,13448.93429
03/06/19,Cat7,12792,5049,490,32375.05286,145514.7214
03/06/19,Cat8,16879,6178,1178,227873.3786,325819.1871
03/06/19,Cat9,1529,296,45,7853.18,28499.11143
03/06/19,Cat10,767,135,13,0,0
03/06/19,Cat11,28124,12687,1520,360054.0586,451011.7457
04/06/19,Cat1,10678,4003,550,5970.497143,61823.15429
04/06/19,Cat2,8535,3244,412,11247.08143,67883.52286
04/06/19,Cat3,6371,1986,520,466468.6543,572354.1186
04/06/19,Cat4,5360,1932,276,291076.4343,358543.0057
04/06/19,Cat5,16410,5703,519,117186.1029,226915.5643
04/06/19,Cat6,1611,442,18,1315.992857,13448.93429
04/06/19,Cat7,13554,5097,442,32375.05286,145514.7214
04/06/19,Cat8,17721,6484,1105,227873.3786,325819.1871
04/06/19,Cat9,1503,285,56,7853.18,28499.11143
04/06/19,Cat10,804,125,20,0,0
04/06/19,Cat11,27002,12408,1408,360054.0586,451011.7457
05/06/19,Cat1,11246,3990,577,5970.497143,61823.15429
05/06/19,Cat2,9216,3312,385,11247.08143,67883.52286
05/06/19,Cat3,6315,2048,621,466468.6543,572354.1186
05/06/19,Cat4,5429,2158,308,291076.4343,358543.0057
05/06/19,Cat5,20736,5696,581,117186.1029,226915.5643
05/06/19,Cat6,1617,426,25,1315.992857,13448.93429
05/06/19,Cat7,14473,5357,526,32375.05286,145514.7214
05/06/19,Cat8,19086,6667,1362,227873.3786,325819.1871
05/06/19,Cat9,1539,271,39,7853.18,28499.11143
05/06/19,Cat10,842,117,8,0,0
05/06/19,Cat11,26861,12176,1431,360054.0586,451011.7457
06/06/19,Cat1,10231,3704,660,5970.497143,61823.15429
06/06/19,Cat2,8587,3205,376,11247.08143,67883.52286
06/06/19,Cat3,6431,1997,631,466468.6543,572354.1186
06/06/19,Cat4,5409,2067,289,291076.4343,358543.0057
06/06/19,Cat5,13307,5478,620,117186.1029,226915.5643
06/06/19,Cat6,1953,448,24,1315.992857,13448.93429
06/06/19,Cat7,14468,4725,538,32375.05286,145514.7214
06/06/19,Cat8,19870,6668,1361,227873.3786,325819.1871
06/06/19,Cat9,1745,294,49,7853.18,28499.11143
06/06/19,Cat10,1048,141,15,0,0
06/06/19,Cat11,25742,11446,1442,360054.0586,451011.7457
07/06/19,Cat1,10032,3659,656,5970.497143,61823.15429
07/06/19,Cat2,8267,3009,386,11247.08143,67883.52286
07/06/19,Cat3,6564,1912,697,466468.6543,572354.1186
07/06/19,Cat4,5397,2057,328,291076.4343,358543.0057
07/06/19,Cat5,16996,5483,695,117186.1029,226915.5643
07/06/19,Cat6,2323,432,14,1315.992857,13448.93429
07/06/19,Cat7,15498,4592,584,32375.05286,145514.7214
07/06/19,Cat8,23128,6492,1606,227873.3786,325819.1871
07/06/19,Cat9,2013,271,63,7853.18,28499.11143
07/06/19,Cat10,1414,149,27,0,0
07/06/19,Cat11,26317,11336,1558,360054.0586,451011.7457
08/06/19,Cat1,9895,3763,614,5970.497143,61823.15429
08/06/19,Cat2,7787,2859,453,11247.08143,67883.52286
08/06/19,Cat3,6610,2113,604,466468.6543,572354.1186
08/06/19,Cat4,5205,1812,234,291076.4343,358543.0057
08/06/19,Cat5,13595,5521,571,117186.1029,226915.5643
08/06/19,Cat6,2590.77603,419,24,1315.992857,13448.93429
08/06/19,Cat7,17374,5166,542,32375.05286,145514.7214
08/06/19,Cat8,24034,6557,1526,227873.3786,325819.1871
08/06/19,Cat9,2290,277,66,7853.18,28499.11143
08/06/19,Cat10,1695.293047,119,18,0,0
08/06/19,Cat11,27855,12663,1391,360054.0586,451011.7457
09/06/19,Cat1,11114,4181,605,5970.497143,61823.15429
09/06/19,Cat2,8551,3145,351,11247.08143,67883.52286
09/06/19,Cat3,6664,2250,515,466468.6543,572354.1186
09/06/19,Cat4,5800,2205,264,291076.4343,358543.0057
09/06/19,Cat5,14367,6079,529,117186.1029,226915.5643
09/06/19,Cat6,2590.77603,425,11,1315.992857,13448.93429
09/06/19,Cat7,17038,5516,501,32375.05286,145514.7214
09/06/19,Cat8,23675,7246,1352,227873.3786,325819.1871
09/06/19,Cat9,2190,299,49,7853.18,28499.11143
09/06/19,Cat10,1449,119,16,0,0
09/06/19,Cat11,30576,14174,1295,360054.0586,451011.7457
10/06/19,Cat1,11282,3935,608,16035.67429,71888.33143
10/06/19,Cat2,8683,2990,402,10847.55143,67483.99286
10/06/19,Cat3,7952,2413,709,517798.6443,714006.5771
10/06/19,Cat4,5996,2314,321,253074.6771,320541.2486
10/06/19,Cat5,14961,6279,698,217771.1143,327500.5757
10/06/19,Cat6,2504,433,25,1228.015714,13360.95714
10/06/19,Cat7,16452,5081,558,60411.63286,173551.3014
10/06/19,Cat8,24795,7645,1817,344751.0957,442696.9043
10/06/19,Cat9,2153,288,59,8458.802857,29104.73429
10/06/19,Cat10,1349,116,8,0,0
10/06/19,Cat11,28616,12768,1536,144334.2557,235291.9429
11/06/19,Cat1,10485,3754,619,16035.67429,71888.33143
11/06/19,Cat2,8289,3026,424,10847.55143,67483.99286
11/06/19,Cat3,7038,1987,649,517798.6443,714006.5771
11/06/19,Cat4,5689,2211,319,253074.6771,320541.2486
11/06/19,Cat5,14518,5881,667,217771.1143,327500.5757
11/06/19,Cat6,2503,451,17,1228.015714,13360.95714
11/06/19,Cat7,16548,4951,595,60411.63286,173551.3014
11/06/19,Cat8,25014,7336,1616,344751.0957,442696.9043
11/06/19,Cat9,2166,325,72,8458.802857,29104.73429
11/06/19,Cat10,1399,124,20,0,0
11/06/19,Cat11,26621,12046,1427,144334.2557,235291.9429
12/06/19,Cat1,10319,3915,563,16035.67429,71888.33143
12/06/19,Cat2,8137,3074,393,10847.55143,67483.99286
12/06/19,Cat3,7282,2157,671,517798.6443,714006.5771
12/06/19,Cat4,5771,2174,305,253074.6771,320541.2486
12/06/19,Cat5,14237,5669,666,217771.1143,327500.5757
12/06/19,Cat6,2152,453,26,1228.015714,13360.95714
12/06/19,Cat7,15349,5153,610,60411.63286,173551.3014
12/06/19,Cat8,24194,8758,1706,344751.0957,442696.9043
12/06/19,Cat9,2053,350,60,8458.802857,29104.73429
12/06/19,Cat10,1239,147,30,0,0
12/06/19,Cat11,26095,11684,1341,144334.2557,235291.9429
13/06/19,Cat1,10041,3574,567,16035.67429,71888.33143
13/06/19,Cat2,8277,2981,418,10847.55143,67483.99286
13/06/19,Cat3,7699,2043,686,517798.6443,714006.5771
13/06/19,Cat4,5926,2025,272,253074.6771,320541.2486
13/06/19,Cat5,14496,5727,598,217771.1143,327500.5757
13/06/19,Cat6,2416,451,12,1228.015714,13360.95714
13/06/19,Cat7,15727,5172,505,60411.63286,173551.3014
13/06/19,Cat8,24391,8797,1608,344751.0957,442696.9043
13/06/19,Cat9,2045,340,55,8458.802857,29104.73429
13/06/19,Cat10,1264,154,18,0,0
13/06/19,Cat11,25003,10846,1325,144334.2557,235291.9429
14/06/19,Cat1,9664,3425,562,16035.67429,71888.33143
14/06/19,Cat2,8337,2838,358,10847.55143,67483.99286
14/06/19,Cat3,7438,1897,675,517798.6443,714006.5771
14/06/19,Cat4,5543,1869,291,253074.6771,320541.2486
14/06/19,Cat5,13499,5171,619,217771.1143,327500.5757
14/06/19,Cat6,2123,371,14,1228.015714,13360.95714
14/06/19,Cat7,16233,4839,510,60411.63286,173551.3014
14/06/19,Cat8,23467,8057,1661,344751.0957,442696.9043
14/06/19,Cat9,1858,302,48,8458.802857,29104.73429
14/06/19,Cat10,1202,117,19,0,0
14/06/19,Cat11,24588,10514,1365,144334.2557,235291.9429
15/06/19,Cat1,11452,3190,613,16035.67429,71888.33143
15/06/19,Cat2,9472,2499,327,10847.55143,67483.99286
15/06/19,Cat3,7485,2114,553,517798.6443,714006.5771
15/06/19,Cat4,5586,1959,264,253074.6771,320541.2486
15/06/19,Cat5,14385,5797,536,217771.1143,327500.5757
15/06/19,Cat6,2151,427,14,1228.015714,13360.95714
15/06/19,Cat7,15752,5217,542,60411.63286,173551.3014
15/06/19,Cat8,23923,7905,1668,344751.0957,442696.9043
15/06/19,Cat9,1833,280,42,8458.802857,29104.73429
15/06/19,Cat10,1121,104,5,0,0
15/06/19,Cat11,26062,11831,1315,144334.2557,235291.9429
16/06/19,Cat1,12874,3478,529,16035.67429,71888.33143
16/06/19,Cat2,10396,2663,336,10847.55143,67483.99286
16/06/19,Cat3,7640,2385,489,517798.6443,714006.5771
16/06/19,Cat4,5952,2257,231,253074.6771,320541.2486
16/06/19,Cat5,23876.49815,6406,549,217771.1143,327500.5757
16/06/19,Cat6,1836,382,11,1228.015714,13360.95714
16/06/19,Cat7,15976,5674,531,60411.63286,173551.3014
16/06/19,Cat8,21921,7771,1438,344751.0957,442696.9043
16/06/19,Cat9,1645,319,56,8458.802857,29104.73429
16/06/19,Cat10,975,140,17,0,0
16/06/19,Cat11,28972,13202,1196,144334.2557,235291.9429
17/06/19,Cat1,11256,3835,683,16317.44571,72170.10286
17/06/19,Cat2,8958,3003,403,11513.89143,68150.33286
17/06/19,Cat3,8033,2389,692,473774.4914,581982.4243
17/06/19,Cat4,6021,2166,340,293355.2943,360821.8657
17/06/19,Cat5,15467,6367,676,185641.12,295370.5814
17/06/19,Cat6,2092,426,20,2286.428571,14419.37
17/06/19,Cat7,15905,5300,576,75464.43286,188604.1014
17/06/19,Cat8,23827,7785,1937,331621.5186,429567.3271
17/06/19,Cat9,1948,386,62,5214.594286,25860.52571
17/06/19,Cat10,1092,129,6,0,0
17/06/19,Cat11,26888,12155,1466,243758.6343,334716.3214
18/06/19,Cat1,10490,3828,596,16317.44571,72170.10286
18/06/19,Cat2,8762,3298,460,11513.89143,68150.33286
18/06/19,Cat3,7472,2301,584,473774.4914,581982.4243
18/06/19,Cat4,5940,2219,315,293355.2943,360821.8657
18/06/19,Cat5,15101,6279,717,185641.12,295370.5814
18/06/19,Cat6,2040,429,18,2286.428571,14419.37
18/06/19,Cat7,16075,5183,642,75464.43286,188604.1014
18/06/19,Cat8,23669,7874,2044,331621.5186,429567.3271
18/06/19,Cat9,1915,342,45,5214.594286,25860.52571
18/06/19,Cat10,1121,138,17,0,0
18/06/19,Cat11,26115,11879,1418,243758.6343,334716.3214
19/06/19,Cat1,12033,4157,674,16317.44571,72170.10286
19/06/19,Cat2,9173,3387,453,11513.89143,68150.33286
19/06/19,Cat3,7227,2063,454,473774.4914,581982.4243
19/06/19,Cat4,5878,2059,325,293355.2943,360821.8657
19/06/19,Cat5,14696,6198,708,185641.12,295370.5814
19/06/19,Cat6,1918,435,23,2286.428571,14419.37
19/06/19,Cat7,15442,5450,602,75464.43286,188604.1014
19/06/19,Cat8,24506,9420,2249,331621.5186,429567.3271
19/06/19,Cat9,1901,330,59,5214.594286,25860.52571
19/06/19,Cat10,1012,128,19,0,0
19/06/19,Cat11,25255,11090,1344,243758.6343,334716.3214
20/06/19,Cat1,10842,3856,652,16317.44571,72170.10286
20/06/19,Cat2,8521,3108,395,11513.89143,68150.33286
20/06/19,Cat3,7537,2511,499,473774.4914,581982.4243
20/06/19,Cat4,6149,2310,306,293355.2943,360821.8657
20/06/19,Cat5,15060,6148,701,185641.12,295370.5814
20/06/19,Cat6,2022,443,22,2286.428571,14419.37
20/06/19,Cat7,17111,5560,589,75464.43286,188604.1014
20/06/19,Cat8,23815,8097,2240,331621.5186,429567.3271
20/06/19,Cat9,1855,309,54,5214.594286,25860.52571
20/06/19,Cat10,1013,127,17,0,0
20/06/19,Cat11,25149,10904,1281,243758.6343,334716.3214
21/06/19,Cat1,10355,3839,602,16317.44571,72170.10286
21/06/19,Cat2,8183,3121,353,11513.89143,68150.33286
21/06/19,Cat3,7294,2275,388,473774.4914,581982.4243
21/06/19,Cat4,6286,2094,318,293355.2943,360821.8657
21/06/19,Cat5,14660,5615,634,185641.12,295370.5814
21/06/19,Cat6,1788,398,15,2286.428571,14419.37
21/06/19,Cat7,15098,5067,588,75464.43286,188604.1014
21/06/19,Cat8,22473,7180,2246,331621.5186,429567.3271
21/06/19,Cat9,1856,272,49,5214.594286,25860.52571
21/06/19,Cat10,1056,127,18,0,0
21/06/19,Cat11,25672,11074,1155,243758.6343,334716.3214
22/06/19,Cat1,10562,3919,563,16317.44571,72170.10286
22/06/19,Cat2,8249,3210,400,11513.89143,68150.33286
22/06/19,Cat3,6972,2155,403,473774.4914,581982.4243
22/06/19,Cat4,5850,2043,312,293355.2943,360821.8657
22/06/19,Cat5,14057,5654,557,185641.12,295370.5814
22/06/19,Cat6,1672,433,16,2286.428571,14419.37
22/06/19,Cat7,13631,4683,482,75464.43286,188604.1014
22/06/19,Cat8,22579,7356,1993,331621.5186,429567.3271
22/06/19,Cat9,1691,319,34,5214.594286,25860.52571
22/06/19,Cat10,1010,100,14,0,0
22/06/19,Cat11,26733,11816,1188,243758.6343,334716.3214
23/06/19,Cat1,11403,4253,490,16317.44571,72170.10286
23/06/19,Cat2,9133,3440,323,11513.89143,68150.33286
23/06/19,Cat3,7310,2240,378,473774.4914,581982.4243
23/06/19,Cat4,5802,2064,296,293355.2943,360821.8657
23/06/19,Cat5,15068,6173,546,185641.12,295370.5814
23/06/19,Cat6,2133,532,14,2286.428571,14419.37
23/06/19,Cat7,14368,5389,463,75464.43286,188604.1014
23/06/19,Cat8,23484,7803,1755,331621.5186,429567.3271
23/06/19,Cat9,2036,351,42,5214.594286,25860.52571
23/06/19,Cat10,1328,139,11,0,0
23/06/19,Cat11,29153,13424,1160,243758.6343,334716.3214
24/06/19,Cat1,11258,4054,559,15359.39714,71212.05429
24/06/19,Cat2,9160,3437,388,13199.96714,70123.42286
24/06/19,Cat3,7518,2218,534,453772.4214,562905.42
24/06/19,Cat4,6131,2121,354,228394.8114,308928.8829
24/06/19,Cat5,15488,6260,799,180815.4171,290437.3814
24/06/19,Cat6,2044,455,21,1085.24,13218.18143
24/06/19,Cat7,13946,4986,666,49228.09571,161131.9071
24/06/19,Cat8,24140,8195,2205,313229.4829,407905.3814
24/06/19,Cat9,2074,386,60,11609.32714,32255.25857
24/06/19,Cat10,1096,138,26,0,0
24/06/19,Cat11,28402,12719,1336,148603.4414,255164.8014
25/06/19,Cat1,12274,4452,602,15359.39714,71212.05429
25/06/19,Cat2,9227,3528,420,13199.96714,70123.42286
25/06/19,Cat3,8240,2553,493,453772.4214,562905.42
25/06/19,Cat4,6256,2178,345,228394.8114,308928.8829
25/06/19,Cat5,15752,6491,696,180815.4171,290437.3814
25/06/19,Cat6,1780,446,10,1085.24,13218.18143
25/06/19,Cat7,13859,5238,598,49228.09571,161131.9071
25/06/19,Cat8,23434,8260,2246,313229.4829,407905.3814
25/06/19,Cat9,2227,637,60,11609.32714,32255.25857
25/06/19,Cat10,1299,358,16,0,0
25/06/19,Cat11,27187,12212,1332,148603.4414,255164.8014
26/06/19,Cat1,12581,4607,615,15359.39714,71212.05429
26/06/19,Cat2,10075,3760,400,13199.96714,70123.42286
26/06/19,Cat3,7610,2190,505,453772.4214,562905.42
26/06/19,Cat4,6001,2087,350,228394.8114,308928.8829
26/06/19,Cat5,15119,6153,728,180815.4171,290437.3814
26/06/19,Cat6,1525,471,17,1085.24,13218.18143
26/06/19,Cat7,19549,5223,593,49228.09571,161131.9071
26/06/19,Cat8,21810,7978,2320,313229.4829,407905.3814
26/06/19,Cat9,1924,588,44,11609.32714,32255.25857
26/06/19,Cat10,1148,425,15,0,0
26/06/19,Cat11,25924,11494,1368,148603.4414,255164.8014
27/06/19,Cat1,15078,5646,595,15359.39714,71212.05429
27/06/19,Cat2,15523.22091,6585.613029,422,13199.96714,70123.42286
27/06/19,Cat3,7486,2169,490,453772.4214,562905.42
27/06/19,Cat4,6273,1980,320,228394.8114,308928.8829
27/06/19,Cat5,15069,5993,634,180815.4171,290437.3814
27/06/19,Cat6,1520,482,16,1085.24,13218.18143
27/06/19,Cat7,15691,5264,538,49228.09571,161131.9071
27/06/19,Cat8,21529,7924,2199,313229.4829,407905.3814
27/06/19,Cat9,1738,460,41,11609.32714,32255.25857
27/06/19,Cat10,886,259,17,0,0
27/06/19,Cat11,29193,11552,1268,148603.4414,255164.8014
28/06/19,Cat1,14469,5878,575,15359.39714,71212.05429
28/06/19,Cat2,15523.22091,5740,360,13199.96714,70123.42286
28/06/19,Cat3,7625,2022,418,453772.4214,562905.42
28/06/19,Cat4,6143,1892,364,228394.8114,308928.8829
28/06/19,Cat5,14924,5759,638,180815.4171,290437.3814
28/06/19,Cat6,1333,401,17,1085.24,13218.18143
28/06/19,Cat7,12049,4897,600,49228.09571,161131.9071
28/06/19,Cat8,19964,7288,2230,313229.4829,407905.3814
28/06/19,Cat9,1614,403,34,11609.32714,32255.25857
28/06/19,Cat10,845,272,26,0,0
28/06/19,Cat11,27725,11106,1265,148603.4414,255164.8014
29/06/19,Cat1,12955,4978,533,15359.39714,71212.05429
29/06/19,Cat2,13547,4819,399,13199.96714,70123.42286
29/06/19,Cat3,8073,2163,407,453772.4214,562905.42
29/06/19,Cat4,6131,1922,296,228394.8114,308928.8829
29/06/19,Cat5,15217,5977,582,180815.4171,290437.3814
29/06/19,Cat6,1246,386,12,1085.24,13218.18143
29/06/19,Cat7,11922,4949,535,49228.09571,161131.9071
29/06/19,Cat8,20610,7607,2135,313229.4829,407905.3814
29/06/19,Cat9,1395,328,38,11609.32714,32255.25857
29/06/19,Cat10,678,151,19,0,0
29/06/19,Cat11,28049,12218,1207,148603.4414,255164.8014
30/06/19,Cat1,12141,4907,495,15359.39714,71212.05429
30/06/19,Cat2,12050,4485,334,13199.96714,70123.42286
30/06/19,Cat3,7678,2238,372,453772.4214,562905.42
30/06/19,Cat4,6102,2107,254,228394.8114,308928.8829
30/06/19,Cat5,15233,6127,527,180815.4171,290437.3814
30/06/19,Cat6,1772,505,19,1085.24,13218.18143
30/06/19,Cat7,12773,5416,499,49228.09571,161131.9071
30/06/19,Cat8,21286,7859,1582,313229.4829,407905.3814
30/06/19,Cat9,1613,351,48,11609.32714,32255.25857
30/06/19,Cat10,907,151,15,0,0
30/06/19,Cat11,29086,12895,1188,148603.4414,255164.8014
01/07/19,Cat1,11956,4451,770,5820.151429,48476.76
01/07/19,Cat2,11665,4238,487,6147.831429,50251.13143
01/07/19,Cat3,7804,2342,497,70617.52286,165655.9343
01/07/19,Cat4,6400,1979,350,139611.6314,209602.7386
01/07/19,Cat5,15666,5980,708,384013.7943,528844.3043
01/07/19,Cat6,2044,531,18,0,16063.11
01/07/19,Cat7,12137,4699,594,42329.84286,104494.8871
01/07/19,Cat8,20240,7181,1944,146366.5171,228870.4414
01/07/19,Cat9,1728,345,70,7921.575714,23942.27143
01/07/19,Cat10,988,137,22,0,0
01/07/19,Cat11,29556,11764,1515,351026.6886,429026.0371
02/07/19,Cat1,11467,4167,636,5820.151429,48476.76
02/07/19,Cat2,11064,3946,460,6147.831429,50251.13143
02/07/19,Cat3,8296,2401,524,70617.52286,165655.9343
02/07/19,Cat4,6471,2026,319,139611.6314,209602.7386
02/07/19,Cat5,23876.49815,6704,667,384013.7943,528844.3043
02/07/19,Cat6,2017,516,25,0,16063.11
02/07/19,Cat7,12669,4753,547,42329.84286,104494.8871
02/07/19,Cat8,25355,9007,1803,146366.5171,228870.4414
02/07/19,Cat9,1836,307,42,7921.575714,23942.27143
02/07/19,Cat10,1083,131,19,0,0
02/07/19,Cat11,28038,11591,1361,351026.6886,429026.0371
03/07/19,Cat1,10829,3380,601,5820.151429,48476.76
03/07/19,Cat2,10274,3088,383,6147.831429,50251.13143
03/07/19,Cat3,7641,1988,559,70617.52286,165655.9343
03/07/19,Cat4,6163,1673,323,139611.6314,209602.7386
03/07/19,Cat5,17957,5472,688,384013.7943,528844.3043
03/07/19,Cat6,1665,394,15,0,16063.11
03/07/19,Cat7,12684,4338,607,42329.84286,104494.8871
03/07/19,Cat8,25333,8730,1710,146366.5171,228870.4414
03/07/19,Cat9,1691,262,47,7921.575714,23942.27143
03/07/19,Cat10,992,135,24,0,0
03/07/19,Cat11,26590,10258,1459,351026.6886,429026.0371
04/07/19,Cat1,9930,3665,593,5820.151429,48476.76
04/07/19,Cat2,9191,3486,372,6147.831429,50251.13143
04/07/19,Cat3,6589,1698,397,70617.52286,165655.9343
04/07/19,Cat4,5521,1678,251,139611.6314,209602.7386
04/07/19,Cat5,16653,4977,492,384013.7943,528844.3043
04/07/19,Cat6,1707,528,15,0,16063.11
04/07/19,Cat7,11778,4608,458,42329.84286,104494.8871
04/07/19,Cat8,21348,8028,1613,146366.5171,228870.4414
04/07/19,Cat9,1289,232,81,7921.575714,23942.27143
04/07/19,Cat10,836,96,11,0,0
04/07/19,Cat11,23814,10068,1103,351026.6886,429026.0371
05/07/19,Cat1,10515,3928,604,5820.151429,48476.76
05/07/19,Cat2,10563,3853,424,6147.831429,50251.13143
05/07/19,Cat3,7010,2138,609,70617.52286,165655.9343
05/07/19,Cat4,5747,1880,314,139611.6314,209602.7386
05/07/19,Cat5,14578,5758,709,384013.7943,528844.3043
05/07/19,Cat6,1755,440,27,0,16063.11
05/07/19,Cat7,12929,4634,593,42329.84286,104494.8871
05/07/19,Cat8,22487,7582,1816,146366.5171,228870.4414
05/07/19,Cat9,1695,298,47,7921.575714,23942.27143
05/07/19,Cat10,1094,139,14,0,0
05/07/19,Cat11,26745,11897,1442,351026.6886,429026.0371
06/07/19,Cat1,10552,3867,634,5820.151429,48476.76
06/07/19,Cat2,9950,3622,421,6147.831429,50251.13143
06/07/19,Cat3,7033,2185,541,70617.52286,165655.9343
06/07/19,Cat4,5588,1781,273,139611.6314,209602.7386
06/07/19,Cat5,14937,6033,637,384013.7943,528844.3043
06/07/19,Cat6,2170,467,16,0,16063.11
06/07/19,Cat7,13759,4628,505,42329.84286,104494.8871
06/07/19,Cat8,22743,7158,1620,146366.5171,228870.4414
06/07/19,Cat9,1953,320,42,7921.575714,23942.27143
06/07/19,Cat10,1216,120,19,0,0
06/07/19,Cat11,28191,12492,1402,351026.6886,429026.0371
07/07/19,Cat1,10995,3991,536,5820.151429,48476.76
07/07/19,Cat2,10754,3880,380,6147.831429,50251.13143
07/07/19,Cat3,7103,2176,420,70617.52286,165655.9343
07/07/19,Cat4,6167,2039,237,139611.6314,209602.7386
07/07/19,Cat5,15161,6177,528,384013.7943,528844.3043
07/07/19,Cat6,2246,602,7,0,16063.11
07/07/19,Cat7,13372,5193,525,42329.84286,104494.8871
07/07/19,Cat8,20316,7275,1411,146366.5171,228870.4414
07/07/19,Cat9,1765,340,45,7921.575714,23942.27143
07/07/19,Cat10,1011,140,23,0,0
07/07/19,Cat11,28878,12828,1195,351026.6886,429026.0371
08/07/19,Cat1,11210,3835,601,22282.86286,64939.47143
08/07/19,Cat2,10872,3650,407,7773.15,51876.45
08/07/19,Cat3,7217,2208,580,185367.2914,272072.56
08/07/19,Cat4,5894,2052,313,135248.3714,201011.6029
08/07/19,Cat5,23876.49815,6457,662,345693.4014,477962.8929
08/07/19,Cat6,1544,539,27,0,16063.11
08/07/19,Cat7,13060,4847,655,86141.37,149478.7743
08/07/19,Cat8,19828,7037,1545,276879.1957,360555.48
08/07/19,Cat9,1476,341,54,5522.572857,21543.26857
08/07/19,Cat10,675,114,19,0,0
08/07/19,Cat11,27859,12331,1480,205624.9629,363624.3114
09/07/19,Cat1,11030,3788,673,22282.86286,64939.47143
09/07/19,Cat2,10485,3552,422,7773.15,51876.45
09/07/19,Cat3,6934,2107,653,185367.2914,272072.56
09/07/19,Cat4,5712,1868,329,135248.3714,201011.6029
09/07/19,Cat5,18345,6140,642,345693.4014,477962.8929
09/07/19,Cat6,1503,450,21,0,16063.11
09/07/19,Cat7,11511,4627,636,86141.37,149478.7743
09/07/19,Cat8,18431,6995,1397,276879.1957,360555.48
09/07/19,Cat9,1341,324,57,5522.572857,21543.26857
09/07/19,Cat10,630,104,16,0,0
09/07/19,Cat11,30792,12482,1489,205624.9629,363624.3114
10/07/19,Cat1,11023,3918,606,22282.86286,64939.47143
10/07/19,Cat2,10426,3499,441,7773.15,51876.45
10/07/19,Cat3,7475,2306,553,185367.2914,272072.56
10/07/19,Cat4,6432,2029,294,135248.3714,201011.6029
10/07/19,Cat5,16341,6431,654,345693.4014,477962.8929
10/07/19,Cat6,1654,474,19,0,16063.11
10/07/19,Cat7,13014,4702,520,86141.37,149478.7743
10/07/19,Cat8,20118,6750,1317,276879.1957,360555.48
10/07/19,Cat9,1561,320,61,5522.572857,21543.26857
10/07/19,Cat10,721,106,16,0,0
10/07/19,Cat11,30187,12809,1425,205624.9629,363624.3114
11/07/19,Cat1,9971,3531,582,22282.86286,64939.47143
11/07/19,Cat2,9572,3193,406,7773.15,51876.45
11/07/19,Cat3,8509,2428,643,185367.2914,272072.56
11/07/19,Cat4,7089,2200,298,135248.3714,201011.6029
11/07/19,Cat5,23876.49815,6982,654,345693.4014,477962.8929
11/07/19,Cat6,1636,500,24,0,16063.11
11/07/19,Cat7,13065,4543,488,86141.37,149478.7743
11/07/19,Cat8,20641,6654,1298,276879.1957,360555.48
11/07/19,Cat9,1621,329,52,5522.572857,21543.26857
11/07/19,Cat10,850,150,15,0,0
11/07/19,Cat11,31374,13028,1448,205624.9629,363624.3114
12/07/19,Cat1,10619,3697,580,22282.86286,64939.47143
12/07/19,Cat2,9749,3448,373,7773.15,51876.45
12/07/19,Cat3,9094,2529,642,185367.2914,272072.56
12/07/19,Cat4,7725,2335,338,135248.3714,201011.6029
12/07/19,Cat5,19929,6894,680,345693.4014,477962.8929
12/07/19,Cat6,1630,448,18,0,16063.11
12/07/19,Cat7,13119,4334,539,86141.37,149478.7743
12/07/19,Cat8,20298,6576,1295,276879.1957,360555.48
