date,Category,visits,testdrive,leads,total_spend_nobrand_nodig,total_spend_nobrand
08/06/18,Cat11,30009,12837,1131,79534.86428,107954.4203
09/06/18,Cat1,12593,4545,428,35454.19643,45086.67153
09/06/18,Cat2,9097,3353,439,32662.08929,39145.61504
09/06/18,Cat3,10112,2852,394,247306.1342,364590.3492
09/06/18,Cat4,6462,1918,288,114494.8671,219944.9621
09/06/18,Cat5,15266,5555,545,42426.46428,126410.1412
09/06/18,Cat6,966,353,9,0,339.7370776
09/06/18,Cat7,7913,3337,391,0,71909.75915
09/06/18,Cat8,18372,6535,703,398655.1127,745903.5642
09/06/18,Cat9,1193,298,34,17194.2,22408.13158
09/06/18,Cat10,642,114,9,0,0
09/06/18,Cat11,31618,13894,1185,79534.86428,107954.4203
10/06/18,Cat1,12987,4728,464,35454.19643,45086.67153
10/06/18,Cat2,9542,3619,365,32662.08929,39145.61504
10/06/18,Cat3,10791,3169,401,247306.1342,364590.3492
10/06/18,Cat4,6893,2261,293,114494.8671,219944.9621
10/06/18,Cat5,16335,6086,583,42426.46428,126410.1412
10/06/18,Cat6,894,379,9,0,339.7370776
10/06/18,Cat7,8681,3755,432,0,71909.75915
10/06/18,Cat8,18391,6870,770,398655.1127,745903.5642
10/06/18,Cat9,1297,329,53,17194.2,22408.13158
10/06/18,Cat10,602,119,12,0,0
10/06/18,Cat11,34307,15467,1150,79534.86428,107954.4203
11/06/18,Cat1,12860,4597,502,116709.744,176793.1523
11/06/18,Cat2,9549,3520,518,59965.25596,140914.5473
11/06/18,Cat3,11439,3127,520,420960.5008,666972.7164
11/06/18,Cat4,6879,2151,424,228658.1785,402167.8462
11/06/18,Cat5,17063,6141,761,106359.6938,263019.4948
11/06/18,Cat6,1026,331,10,0,3513.810329
11/06/18,Cat7,8682,3665,486,17273.59819,133914.3325
11/06/18,Cat8,19025,6858,922,603992.6383,1057773.979
11/06/18,Cat9,1449,393,49,33090.29286,59537.98872
11/06/18,Cat10,670,157,14,0,0
11/06/18,Cat11,32863,14685,1284,54636.42143,228927.4892
12/06/18,Cat1,12641,4372,470,116709.744,176793.1523
12/06/18,Cat2,9376,3581,490,59965.25596,140914.5473
12/06/18,Cat3,11034,3163,497,420960.5008,666972.7164
12/06/18,Cat4,7043,2151,392,228658.1785,402167.8462
12/06/18,Cat5,16039,5678,701,106359.6938,263019.4948
12/06/18,Cat6,1034,339,33,0,3513.810329
12/06/18,Cat7,8191,3586,470,17273.59819,133914.3325
12/06/18,Cat8,18365,6696,855,603992.6383,1057773.979
12/06/18,Cat9,1399,326,32,33090.29286,59537.98872
12/06/18,Cat10,716,139,20,0,0
12/06/18,Cat11,31420,13927,1206,54636.42143,228927.4892
13/06/18,Cat1,12838,4299,490,116709.744,176793.1523
13/06/18,Cat2,9580,3648,527,59965.25596,140914.5473
13/06/18,Cat3,10567,3004,451,420960.5008,666972.7164
13/06/18,Cat4,6930,2126,479,228658.1785,402167.8462
13/06/18,Cat5,15361,5476,680,106359.6938,263019.4948
13/06/18,Cat6,1043,323,14,0,3513.810329
13/06/18,Cat7,8299,3566,411,17273.59819,133914.3325
13/06/18,Cat8,18706,6856,957,603992.6383,1057773.979
13/06/18,Cat9,1468,350,42,33090.29286,59537.98872
13/06/18,Cat10,702,152,20,0,0
13/06/18,Cat11,31493,14226,1189,54636.42143,228927.4892
14/06/18,Cat1,12347,4200,439,116709.744,176793.1523
14/06/18,Cat2,9308,3267,469,59965.25596,140914.5473
14/06/18,Cat3,10248,2777,476,420960.5008,666972.7164
14/06/18,Cat4,8476,3534.084664,376,228658.1785,402167.8462
14/06/18,Cat5,17010,7532,592,106359.6938,263019.4948
14/06/18,Cat6,1055,332,18,0,3513.810329
14/06/18,Cat7,8188,3346,345,17273.59819,133914.3325
14/06/18,Cat8,17962,6483,982,603992.6383,1057773.979
14/06/18,Cat9,1529,342,36,33090.29286,59537.98872
14/06/18,Cat10,786,141,27,0,0
14/06/18,Cat11,31674,13975,1146,54636.42143,228927.4892
15/06/18,Cat1,12299,4158,410,116709.744,176793.1523
15/06/18,Cat2,8715,3237,414,59965.25596,140914.5473
15/06/18,Cat3,10196,2745,464,420960.5008,666972.7164
15/06/18,Cat4,7982,3446,358,228658.1785,402167.8462
15/06/18,Cat5,16562,7399,592,106359.6938,263019.4948
15/06/18,Cat6,941,338,25,0,3513.810329
15/06/18,Cat7,7710,3183,391,17273.59819,133914.3325
15/06/18,Cat8,17209,6104,888,603992.6383,1057773.979
15/06/18,Cat9,1248,322,46,33090.29286,59537.98872
15/06/18,Cat10,656,143,17,0,0
15/06/18,Cat11,29976,13303,1178,54636.42143,228927.4892
16/06/18,Cat1,12052,4307,412,116709.744,176793.1523
16/06/18,Cat2,8717,3246,413,59965.25596,140914.5473
16/06/18,Cat3,10664,2766,389,420960.5008,666972.7164
16/06/18,Cat4,7059,2676,290,228658.1785,402167.8462
16/06/18,Cat5,15194,5888,519,106359.6938,263019.4948
16/06/18,Cat6,761,270,12,0,3513.810329
16/06/18,Cat7,7936,3346,381,17273.59819,133914.3325
16/06/18,Cat8,17037,6251,727,603992.6383,1057773.979
16/06/18,Cat9,1125,280,39,33090.29286,59537.98872
16/06/18,Cat10,543,129,21,0,0
16/06/18,Cat11,31882,14157,1200,54636.42143,228927.4892
17/06/18,Cat1,12607,4514,390,116709.744,176793.1523
17/06/18,Cat2,9128,3486,375,59965.25596,140914.5473
17/06/18,Cat3,10958,2952,385,420960.5008,666972.7164
17/06/18,Cat4,7762,3256,263,228658.1785,402167.8462
17/06/18,Cat5,15188,5355,425,106359.6938,263019.4948
17/06/18,Cat6,813,305,19,0,3513.810329
17/06/18,Cat7,8167,3539,442,17273.59819,133914.3325
17/06/18,Cat8,17634,6623,740,603992.6383,1057773.979
17/06/18,Cat9,1190,312,29,33090.29286,59537.98872
17/06/18,Cat10,553,155,13,0,0
17/06/18,Cat11,34760,15655,1050,54636.42143,228927.4892
18/06/18,Cat1,12490,4423,498,138504.5568,198587.965
18/06/18,Cat2,9106,3466,455,62337.75596,143287.0473
18/06/18,Cat3,11471,3150,547,390700.7623,638434.71
18/06/18,Cat4,7077,2126,422,234827.6286,408337.2964
18/06/18,Cat5,15814,5888,681,108857.0155,266019.6736
18/06/18,Cat6,1005,336,13,0,3513.810329
18/06/18,Cat7,8863,3779,469,22600.02677,139240.761
18/06/18,Cat8,19264,6936,906,609762.0166,1067014.611
18/06/18,Cat9,1476,346,36,22914.42143,49362.11729
18/06/18,Cat10,683,138,27,0,0
18/06/18,Cat11,34863,15714,1442,43630.37858,217921.4464
19/06/18,Cat1,12219,4331,446,138504.5568,198587.965
19/06/18,Cat2,9021,3477,507,62337.75596,143287.0473
19/06/18,Cat3,11285,3228,543,390700.7623,638434.71
19/06/18,Cat4,6933,2137,408,234827.6286,408337.2964
19/06/18,Cat5,15901,5572,733,108857.0155,266019.6736
19/06/18,Cat6,1046,357,14,0,3513.810329
19/06/18,Cat7,8390,3578,488,22600.02677,139240.761
19/06/18,Cat8,18972,6937,928,609762.0166,1067014.611
19/06/18,Cat9,1461,348,39,22914.42143,49362.11729
19/06/18,Cat10,693,162,16,0,0
19/06/18,Cat11,33115,15136,1448,43630.37858,217921.4464
20/06/18,Cat1,12338,4459,440,138504.5568,198587.965
20/06/18,Cat2,8995,3321,462,62337.75596,143287.0473
20/06/18,Cat3,11012,3083,478,390700.7623,638434.71
20/06/18,Cat4,6867,1994,404,234827.6286,408337.2964
20/06/18,Cat5,15675,5612,709,108857.0155,266019.6736
20/06/18,Cat6,1071,375,15,0,3513.810329
20/06/18,Cat7,8268,3590,489,22600.02677,139240.761
20/06/18,Cat8,19544,6962,972,609762.0166,1067014.611
20/06/18,Cat9,1371,344,32,22914.42143,49362.11729
20/06/18,Cat10,679,162,11,0,0
20/06/18,Cat11,32094,14512,1311,43630.37858,217921.4464
21/06/18,Cat1,12509,4459,454,138504.5568,198587.965
21/06/18,Cat2,9161,3487,415,62337.75596,143287.0473
21/06/18,Cat3,10834,3046,491,390700.7623,638434.71
21/06/18,Cat4,9646,3534.084664,409,234827.6286,408337.2964
21/06/18,Cat5,17271,7073,609,108857.0155,266019.6736
21/06/18,Cat6,1295,366,24,0,3513.810329
21/06/18,Cat7,9066,3695,470,22600.02677,139240.761
21/06/18,Cat8,24395,10681,995,609762.0166,1067014.611
21/06/18,Cat9,1233,341,57,22914.42143,49362.11729
21/06/18,Cat10,1099,197,12,0,0
21/06/18,Cat11,31755,14159,1243,43630.37858,217921.4464
22/06/18,Cat1,12596,4531,409,138504.5568,198587.965
22/06/18,Cat2,9001,3383,362,62337.75596,143287.0473
22/06/18,Cat3,11663,3274,507,390700.7623,638434.71
22/06/18,Cat4,9486,3534.084664,377,234827.6286,408337.2964
22/06/18,Cat5,18335,7762,568,108857.0155,266019.6736
22/06/18,Cat6,1293,437,22,0,3513.810329
22/06/18,Cat7,9135,3606,467,22600.02677,139240.761
22/06/18,Cat8,24463,11050,942,609762.0166,1067014.611
22/06/18,Cat9,1111,342,38,22914.42143,49362.11729
22/06/18,Cat10,1141,193,18,0,0
22/06/18,Cat11,31972,14325,1256,43630.37858,217921.4464
23/06/18,Cat1,13103,4695,404,138504.5568,198587.965
23/06/18,Cat2,9165,3450,358,62337.75596,143287.0473
23/06/18,Cat3,11494,3405,466,390700.7623,638434.71
23/06/18,Cat4,7720,2739,324,234827.6286,408337.2964
23/06/18,Cat5,16800,6664,541,108857.0155,266019.6736
23/06/18,Cat6,1063,345,15,0,3513.810329
23/06/18,Cat7,8986,3497,483,22600.02677,139240.761
23/06/18,Cat8,21644,8568,912,609762.0166,1067014.611
23/06/18,Cat9,910,255,36,22914.42143,49362.11729
23/06/18,Cat10,955,136,27,0,0
23/06/18,Cat11,33230,15349,1175,43630.37858,217921.4464
24/06/18,Cat1,12709,4758,383,138504.5568,198587.965
24/06/18,Cat2,9261,3488,338,62337.75596,143287.0473
24/06/18,Cat3,11774,3388,375,390700.7623,638434.71
24/06/18,Cat4,7247,2450,365,234827.6286,408337.2964
24/06/18,Cat5,16710,6692,488,108857.0155,266019.6736
24/06/18,Cat6,1069,320,8,0,3513.810329
24/06/18,Cat7,8983,3887,415,22600.02677,139240.761
24/06/18,Cat8,19420,7142,757,609762.0166,1067014.611
24/06/18,Cat9,962,292,26,22914.42143,49362.11729
24/06/18,Cat10,792,150,16,0,0
24/06/18,Cat11,34877,15847,1149,43630.37858,217921.4464
25/06/18,Cat1,12293,4488,439,143240.2359,199752.2158
25/06/18,Cat2,9337,3592,415,62259.89882,139637.7618
25/06/18,Cat3,11349,3217,554,381722.2195,560283.0181
25/06/18,Cat4,6935,2190,435,203016.2785,322786.4215
25/06/18,Cat5,16111,6005,580,100528.0472,193012.058
25/06/18,Cat6,1119,349,26,0,3174.073251
25/06/18,Cat7,8927,3724,499,13311.88391,72217.71133
25/06/18,Cat8,19314,6983,958,597933.7548,851498.5709
25/06/18,Cat9,1087,314,49,18287.26429,40849.14035
25/06/18,Cat10,727,137,17,0,0
25/06/18,Cat11,33382,15002,1401,74315.17856,220186.6903
26/06/18,Cat1,12446,4503,440,143240.2359,199752.2158
26/06/18,Cat2,9327,3619,372,62259.89882,139637.7618
26/06/18,Cat3,11527,3103,556,381722.2195,560283.0181
26/06/18,Cat4,7076,2130,393,203016.2785,322786.4215
26/06/18,Cat5,15775,5818,645,100528.0472,193012.058
26/06/18,Cat6,951,335,24,0,3174.073251
26/06/18,Cat7,8894,3763,468,13311.88391,72217.71133
26/06/18,Cat8,19952,7700,849,597933.7548,851498.5709
26/06/18,Cat9,1161,381,46,18287.26429,40849.14035
26/06/18,Cat10,657,145,22,0,0
26/06/18,Cat11,32219,14582,1261,74315.17856,220186.6903
27/06/18,Cat1,12060,4385,479,143240.2359,199752.2158
27/06/18,Cat2,9238,3443,503,62259.89882,139637.7618
27/06/18,Cat3,11544,3225,572,381722.2195,560283.0181
27/06/18,Cat4,7227,2029,486,203016.2785,322786.4215
27/06/18,Cat5,15715,5969,689,100528.0472,193012.058
27/06/18,Cat6,1048,346,23,0,3174.073251
27/06/18,Cat7,8756,3733,447,13311.88391,72217.71133
27/06/18,Cat8,19934,7581,793,597933.7548,851498.5709
27/06/18,Cat9,1261,381,39,18287.26429,40849.14035
27/06/18,Cat10,726,173,14,0,0
27/06/18,Cat11,31789,14422,1270,74315.17856,220186.6903
28/06/18,Cat1,18227.50962,6221,478,143240.2359,199752.2158
28/06/18,Cat2,12817,4591,454,62259.89882,139637.7618
28/06/18,Cat3,11230,2962,537,381722.2195,560283.0181
28/06/18,Cat4,7048,2083,392,203016.2785,322786.4215
28/06/18,Cat5,15210,5492,680,100528.0472,193012.058
28/06/18,Cat6,1184,350,18,0,3174.073251
28/06/18,Cat7,9279,3682,433,13311.88391,72217.71133
28/06/18,Cat8,23505,9654,925,597933.7548,851498.5709
28/06/18,Cat9,1195,353,50,18287.26429,40849.14035
28/06/18,Cat10,1043,183,19,0,0
28/06/18,Cat11,31307,14109,1209,74315.17856,220186.6903
29/06/18,Cat1,18227.50962,6282,427,143240.2359,199752.2158
29/06/18,Cat2,11561,4071,413,62259.89882,139637.7618
29/06/18,Cat3,10388,2936,520,381722.2195,560283.0181
29/06/18,Cat4,6703,1856,340,203016.2785,322786.4215
29/06/18,Cat5,14346,5144,558,100528.0472,193012.058
29/06/18,Cat6,1242,338,9,0,3174.073251
29/06/18,Cat7,9194,3523,423,13311.88391,72217.71133
29/06/18,Cat8,24413,10598,855,597933.7548,851498.5709
29/06/18,Cat9,1147,318,49,18287.26429,40849.14035
29/06/18,Cat10,1087,158,26,0,0
29/06/18,Cat11,31272,13930,1178,74315.17856,220186.6903
30/06/18,Cat1,17588,5477,427,143240.2359,199752.2158
30/06/18,Cat2,10267,3678,402,62259.89882,139637.7618
30/06/18,Cat3,10737,3062,442,381722.2195,560283.0181
30/06/18,Cat4,6780,1967,318,203016.2785,322786.4215
30/06/18,Cat5,14813,5407,580,100528.0472,193012.058
30/06/18,Cat6,924,274,16,0,3174.073251
30/06/18,Cat7,8699,3715,423,13311.88391,72217.71133
30/06/18,Cat8,19674,7526,835,597933.7548,851498.5709
30/06/18,Cat9,973,309,35,18287.26429,40849.14035
30/06/18,Cat10,745,135,13,0,0
30/06/18,Cat11,32299,14406,1246,74315.17856,220186.6903
01/07/18,Cat1,16799,5589,457,143240.2359,199752.2158
01/07/18,Cat2,10301,3792,428,62259.89882,139637.7618
01/07/18,Cat3,10560,2966,437,381722.2195,560283.0181
01/07/18,Cat4,6499,1929,344,203016.2785,322786.4215
01/07/18,Cat5,14787,5434,604,100528.0472,193012.058
01/07/18,Cat6,993,310,11,0,3174.073251
01/07/18,Cat7,9067,3901,415,13311.88391,72217.71133
01/07/18,Cat8,20711,8961,767,597933.7548,851498.5709
01/07/18,Cat9,999,320,28,18287.26429,40849.14035
01/07/18,Cat10,798,150,24,0,0
01/07/18,Cat11,32945,15028,1127,74315.17856,220186.6903
02/07/18,Cat1,16336,5472,488,39681,50097.08688
02/07/18,Cat2,9960,3661,585,2711.071429,9194.597416
02/07/18,Cat3,10543,3236,551,272142.3464,345122.0278
02/07/18,Cat4,6948,2107,394,107093.7929,176847.5979
02/07/18,Cat5,15937,5779,690,86432.65358,183399.3346
02/07/18,Cat6,1064,361,18,0,287.8464531
02/07/18,Cat7,8900,3750,493,13214.29036,69958.13765
02/07/18,Cat8,19491,7695,962,336047.5541,578039.4103
02/07/18,Cat9,1099,370,46,238.0951786,5486.63677
02/07/18,Cat10,693,120,9,0,0
02/07/18,Cat11,32724,14767,1446,6223.428571,11807.91401
03/07/18,Cat1,14455,4715,448,39681,50097.08688
03/07/18,Cat2,9248,3350,525,2711.071429,9194.597416
03/07/18,Cat3,9731,3098,563,272142.3464,345122.0278
03/07/18,Cat4,6733,2045,367,107093.7929,176847.5979
03/07/18,Cat5,14988,5529,700,86432.65358,183399.3346
03/07/18,Cat6,979,339,18,0,287.8464531
03/07/18,Cat7,8512,3693,469,13214.29036,69958.13765
03/07/18,Cat8,18155,7034,995,336047.5541,578039.4103
03/07/18,Cat9,1026,284,39,238.0951786,5486.63677
03/07/18,Cat10,597,159,19,0,0
03/07/18,Cat11,31535,14287,1370,6223.428571,11807.91401
04/07/18,Cat1,13121,4465,412,39681,50097.08688
04/07/18,Cat2,8636,3311,392,2711.071429,9194.597416
04/07/18,Cat3,8245,2767,468,272142.3464,345122.0278
04/07/18,Cat4,6327,1851,318,107093.7929,176847.5979
04/07/18,Cat5,13515,4920,564,86432.65358,183399.3346
04/07/18,Cat6,806,315,14,0,287.8464531
04/07/18,Cat7,8158,3718,441,13214.29036,69958.13765
04/07/18,Cat8,16485,6537,927,336047.5541,578039.4103
04/07/18,Cat9,901,328,35,238.0951786,5486.63677
04/07/18,Cat10,541,133,25,0,0
04/07/18,Cat11,29076,13350,1221,6223.428571,11807.91401
05/07/18,Cat1,13419,4473,433,39681,50097.08688
05/07/18,Cat2,9414,3542,517,2711.071429,9194.597416
05/07/18,Cat3,9339,3003,557,272142.3464,345122.0278
05/07/18,Cat4,6914,2143,340,107093.7929,176847.5979
05/07/18,Cat5,15987,5756,607,86432.65358,183399.3346
05/07/18,Cat6,970,303,23,0,287.8464531
05/07/18,Cat7,8963,3905,461,13214.29036,69958.13765
05/07/18,Cat8,18358,6946,993,336047.5541,578039.4103
05/07/18,Cat9,1014,298,48,238.0951786,5486.63677
05/07/18,Cat10,610,135,22,0,0
05/07/18,Cat11,33003,14892,1458,6223.428571,11807.91401
06/07/18,Cat1,13470,4427,440,39681,50097.08688
06/07/18,Cat2,9339,3445,459,2711.071429,9194.597416
06/07/18,Cat3,8998,2887,492,272142.3464,345122.0278
06/07/18,Cat4,6804,2073,308,107093.7929,176847.5979
06/07/18,Cat5,16132,5678,634,86432.65358,183399.3346
06/07/18,Cat6,932,302,12,0,287.8464531
06/07/18,Cat7,8920,3662,458,13214.29036,69958.13765
06/07/18,Cat8,18564,6859,835,336047.5541,578039.4103
06/07/18,Cat9,1243,307,44,238.0951786,5486.63677
06/07/18,Cat10,601,127,13,0,0
06/07/18,Cat11,32438,14727,1354,6223.428571,11807.91401
07/07/18,Cat1,13314,4341,476,39681,50097.08688
07/07/18,Cat2,8838,3324,412,2711.071429,9194.597416
07/07/18,Cat3,8601,2950,416,272142.3464,345122.0278
07/07/18,Cat4,6585,2135,293,107093.7929,176847.5979
07/07/18,Cat5,15373,5511,593,86432.65358,183399.3346
07/07/18,Cat6,801,268,12,0,287.8464531
07/07/18,Cat7,8705,3750,419,13214.29036,69958.13765
07/07/18,Cat8,17662,6606,791,336047.5541,578039.4103
07/07/18,Cat9,1271,334,26,238.0951786,5486.63677
07/07/18,Cat10,643,140,11,0,0
07/07/18,Cat11,31907,14410,1290,6223.428571,11807.91401
08/07/18,Cat1,13746,4608,426,39681,50097.08688
08/07/18,Cat2,9358,3569,445,2711.071429,9194.597416
08/07/18,Cat3,9315,2951,415,272142.3464,345122.0278
08/07/18,Cat4,6572,2141,285,107093.7929,176847.5979
08/07/18,Cat5,15586,5632,589,86432.65358,183399.3346
08/07/18,Cat6,845,308,4,0,287.8464531
08/07/18,Cat7,8786,3822,425,13214.29036,69958.13765
08/07/18,Cat8,17746,6949,816,336047.5541,578039.4103
08/07/18,Cat9,1273,344,44,238.0951786,5486.63677
08/07/18,Cat10,567,125,15,0,0
08/07/18,Cat11,33665,15234,1351,6223.428571,11807.91401
09/07/18,Cat1,14702,4786,477,129628.217,202151.0559
09/07/18,Cat2,9920,3765,540,41355.11905,125026.6523
09/07/18,Cat3,9982,3100,527,345835.2361,543078.6775
09/07/18,Cat4,7243,2247,410,143129.024,272336.5892
09/07/18,Cat5,16722,5972,739,193705.7058,352633.2697
09/07/18,Cat6,966,288,17,0,3478.950219
09/07/18,Cat7,9491,4171,473,17835.89269,109833.3293
09/07/18,Cat8,19732,7563,905,591861.0931,933787.9145
09/07/18,Cat9,1439,369,50,238.0951786,23818.98211
09/07/18,Cat10,624,126,25,0,0
09/07/18,Cat11,35068,15603,1427,17642.57143,137421.0775
10/07/18,Cat1,14923,4805,512,129628.217,202151.0559
10/07/18,Cat2,9717,3637,495,41355.11905,125026.6523
10/07/18,Cat3,9664,2986,549,345835.2361,543078.6775
10/07/18,Cat4,7139,2085,412,143129.024,272336.5892
10/07/18,Cat5,16320,5958,690,193705.7058,352633.2697
10/07/18,Cat6,1037,360,16,0,3478.950219
10/07/18,Cat7,9365,4143,498,17835.89269,109833.3293
10/07/18,Cat8,19927,7306,984,591861.0931,933787.9145
10/07/18,Cat9,1455,362,38,238.0951786,23818.98211
10/07/18,Cat10,674,152,20,0,0
10/07/18,Cat11,33043,14652,1343,17642.57143,137421.0775
11/07/18,Cat1,14099,4496,485,129628.217,202151.0559
11/07/18,Cat2,9482,3500,496,41355.11905,125026.6523
11/07/18,Cat3,9390,3007,482,345835.2361,543078.6775
11/07/18,Cat4,6909,2084,360,143129.024,272336.5892
11/07/18,Cat5,15446,5457,674,193705.7058,352633.2697
11/07/18,Cat6,1066,328,19,0,3478.950219
11/07/18,Cat7,8958,3814,456,17835.89269,109833.3293
11/07/18,Cat8,19685,7276,905,591861.0931,933787.9145
11/07/18,Cat9,1488,364,58,238.0951786,23818.98211
11/07/18,Cat10,672,164,11,0,0
11/07/18,Cat11,31552,14062,1470,17642.57143,137421.0775
12/07/18,Cat1,14280,4525,489,129628.217,202151.0559
12/07/18,Cat2,10101,3513,510,41355.11905,125026.6523
12/07/18,Cat3,9203,2753,544,345835.2361,543078.6775
12/07/18,Cat4,7060,2017,402,143129.024,272336.5892
12/07/18,Cat5,16319,5997,704,193705.7058,352633.2697
12/07/18,Cat6,1015,326,21,0,3478.950219
12/07/18,Cat7,8651,3579,484,17835.89269,109833.3293
12/07/18,Cat8,21414,7290,953,591861.0931,933787.9145
12/07/18,Cat9,1417,331,53,238.0951786,23818.98211
12/07/18,Cat10,645,134,25,0,0
12/07/18,Cat11,31761,13959,1328,17642.57143,137421.0775
13/07/18,Cat1,14260,4661,433,129628.217,202151.0559
13/07/18,Cat2,9370,3280,475,41355.11905,125026.6523
13/07/18,Cat3,9539,2844,609,345835.2361,543078.6775
13/07/18,Cat4,7127,2063,380,143129.024,272336.5892
13/07/18,Cat5,16279,5645,639,193705.7058,352633.2697
13/07/18,Cat6,959,286,10,0,3478.950219
13/07/18,Cat7,8631,3586,494,17835.89269,109833.3293
13/07/18,Cat8,20657,7160,971,591861.0931,933787.9145
13/07/18,Cat9,1346,313,33,238.0951786,23818.98211
13/07/18,Cat10,609,114,21,0,0
13/07/18,Cat11,31633,13932,1327,17642.57143,137421.0775
14/07/18,Cat1,14157,4824,441,129628.217,202151.0559
14/07/18,Cat2,9813,3770,481,41355.11905,125026.6523
14/07/18,Cat3,9596,2925,449,345835.2361,543078.6775
14/07/18,Cat4,7588,2190,325,143129.024,272336.5892
14/07/18,Cat5,16393,5859,634,193705.7058,352633.2697
14/07/18,Cat6,871,311,11,0,3478.950219
14/07/18,Cat7,8837,3881,425,17835.89269,109833.3293
14/07/18,Cat8,20504,7434,905,591861.0931,933787.9145
14/07/18,Cat9,1243,281,42,238.0951786,23818.98211
14/07/18,Cat10,594,125,17,0,0
14/07/18,Cat11,33791,15284,1339,17642.57143,137421.0775
15/07/18,Cat1,13607,4781,400,129628.217,202151.0559
15/07/18,Cat2,9822,3742,422,41355.11905,125026.6523
15/07/18,Cat3,9916,3217,446,345835.2361,543078.6775
15/07/18,Cat4,7719,2343,352,143129.024,272336.5892
15/07/18,Cat5,16767,6182,622,193705.7058,352633.2697
15/07/18,Cat6,968,360,17,0,3478.950219
15/07/18,Cat7,9756,4437,441,17835.89269,109833.3293
15/07/18,Cat8,20800,7812,920,591861.0931,933787.9145
15/07/18,Cat9,1360,369,37,238.0951786,23818.98211
15/07/18,Cat10,573,140,14,0,0
15/07/18,Cat11,34369,15812,1296,17642.57143,137421.0775
16/07/18,Cat1,13751,4618,487,146974.1333,219496.9722
16/07/18,Cat2,9943,3778,516,58207.45476,141878.9881
16/07/18,Cat3,10935,3247,559,380767.8917,580434.016
16/07/18,Cat4,7540,2240,383,151154.7867,280865.2091
16/07/18,Cat5,16957,6088,729,236988.3388,396418.7599
16/07/18,Cat6,1042,375,35,0,3478.950219
16/07/18,Cat7,9357,3912,537,17835.89269,109833.3293
16/07/18,Cat8,20955,7654,1022,558558.2745,898977.6867
16/07/18,Cat9,1500,334,65,238.0951786,24310.52354
16/07/18,Cat10,665,119,8,0,0
16/07/18,Cat11,32865,14824,1402,9506.857142,129285.3632
17/07/18,Cat1,13636,4678,476,146974.1333,219496.9722
17/07/18,Cat2,9868,3685,492,58207.45476,141878.9881
17/07/18,Cat3,11308,3184,579,380767.8917,580434.016
17/07/18,Cat4,8285,3047,426,151154.7867,280865.2091
17/07/18,Cat5,17580,6763,691,236988.3388,396418.7599
17/07/18,Cat6,1133,383,13,0,3478.950219
17/07/18,Cat7,9701,4002,518,17835.89269,109833.3293
17/07/18,Cat8,23304,9022,1031,558558.2745,898977.6867
17/07/18,Cat9,1537,364,47,238.0951786,24310.52354
17/07/18,Cat10,716,145,14,0,0
17/07/18,Cat11,32678,14618,1410,9506.857142,129285.3632
18/07/18,Cat1,13504,4530,483,146974.1333,219496.9722
18/07/18,Cat2,9928,3723,520,58207.45476,141878.9881
18/07/18,Cat3,11042,3240,548,380767.8917,580434.016
18/07/18,Cat4,8107,3064,416,151154.7867,280865.2091
18/07/18,Cat5,17113,6702,700,236988.3388,396418.7599
18/07/18,Cat6,1186,383,18,0,3478.950219
18/07/18,Cat7,9388,3953,508,17835.89269,109833.3293
18/07/18,Cat8,23511,9134,1076,558558.2745,898977.6867
18/07/18,Cat9,1481,371,42,238.0951786,24310.52354
18/07/18,Cat10,736,109,21,0,0
18/07/18,Cat11,31256,13923,1378,9506.857142,129285.3632
19/07/18,Cat1,15341,5144,480,146974.1333,219496.9722
19/07/18,Cat2,10289,3850,510,58207.45476,141878.9881
19/07/18,Cat3,10617,3098,527,380767.8917,580434.016
19/07/18,Cat4,7668,2677,420,151154.7867,280865.2091
19/07/18,Cat5,16663,6269,710,236988.3388,396418.7599
19/07/18,Cat6,1117,329,16,0,3478.950219
19/07/18,Cat7,9145,3754,545,17835.89269,109833.3293
19/07/18,Cat8,23829,8970,1088,558558.2745,898977.6867
19/07/18,Cat9,1590,392,52,238.0951786,24310.52354
19/07/18,Cat10,785,163,21,0,0
19/07/18,Cat11,31070,13826,1291,9506.857142,129285.3632
20/07/18,Cat1,15930,5415,492,146974.1333,219496.9722
20/07/18,Cat2,10546,3967,468,58207.45476,141878.9881
20/07/18,Cat3,10717,3120,471,380767.8917,580434.016
20/07/18,Cat4,7230,2193,411,151154.7867,280865.2091
20/07/18,Cat5,16071,6039,661,236988.3388,396418.7599
20/07/18,Cat6,1095,312,21,0,3478.950219
20/07/18,Cat7,9239,3803,460,17835.89269,109833.3293
20/07/18,Cat8,24389,8650,931,558558.2745,898977.6867
20/07/18,Cat9,1469,355,45,238.0951786,24310.52354
20/07/18,Cat10,896,113,18,0,0
20/07/18,Cat11,31250,13905,1265,9506.857142,129285.3632
21/07/18,Cat1,15210,5228,494,146974.1333,219496.9722
21/07/18,Cat2,10305,3933,440,58207.45476,141878.9881
21/07/18,Cat3,11792,3451,498,380767.8917,580434.016
21/07/18,Cat4,7826,2384,404,151154.7867,280865.2091
21/07/18,Cat5,17369,6435,756,236988.3388,396418.7599
21/07/18,Cat6,928,347,14,0,3478.950219
21/07/18,Cat7,9384,4154,467,17835.89269,109833.3293
21/07/18,Cat8,22352,8223,1045,558558.2745,898977.6867
21/07/18,Cat9,1229,327,30,238.0951786,24310.52354
21/07/18,Cat10,649,124,16,0,0
